nama_das,nama_ws_induk,luas_das_km2
UJUNG MOLUBUANO,WS POLEANG-RORAYA,0.68
LABUAN BEROPA 4,WS POLEANG-RORAYA,0.67
BATU BATU,WS POLEANG-RORAYA,0.67
PURIRANO,WS POLEANG-RORAYA,0.66
POLEWALI,WS POLEANG-RORAYA,0.66
PUDAY,WS POLEANG-RORAYA,0.66
KONGGOASA,WS POLEANG-RORAYA,0.64
KANDAI,WS POLEANG-RORAYA,0.63
OPA,WS POLEANG-RORAYA,0.63
KOLONO TANJUNG 2,WS POLEANG-RORAYA,0.63
MATAIWOI,WS POLEANG-RORAYA,0.63
KASILAMPE DUA,WS POLEANG-RORAYA,0.63
ANGGALIA,WS POLEANG-RORAYA,0.63
WATUNGGILALA TANJUNG,WS POLEANG-RORAYA,0.63
PUUNANGKA,WS POLEANG-RORAYA,0.62
KEKEA,WS POLEANG-RORAYA,0.63
ALODANGA 3,WS POLEANG-RORAYA,0.62
OROOKO LUAR,WS POLEANG-RORAYA,0.62
PEMALI BARAT,WS POLEANG-RORAYA,0.6
WILAWILA MATA,WS POLEANG-RORAYA,0.59
PUURODA,WS POLEANG-RORAYA,0.59
TOLITOLI SATU,WS POLEANG-RORAYA,0.59
LEPEE,WS POLEANG-RORAYA,0.58
RAMBAASI,WS POLEANG-RORAYA,0.58
JAWI-JAWI,WS POLEANG-RORAYA,0.58
TERAPUNG,WS POLEANG-RORAYA,0.58
BANSALAE,WS POLEANG-RORAYA,0.56
MALENGKE,WS POLEANG-RORAYA,0.55
WATUNDOLUBOTO LUAR,WS POLEANG-RORAYA,0.54
LASIABO TANJUNG,WS POLEANG-RORAYA,0.54
TANGGOMBU,WS POLEANG-RORAYA,0.53
POLEPOLELOA DUA,WS POLEANG-RORAYA,0.5
LASIABO TIMUR,WS POLEANG-RORAYA,0.5
RETENOEA,WS POLEANG-RORAYA,0.48
MALARINGGI LUAR,WS POLEANG-RORAYA,0.48
TAWAKATU,WS POLEANG-RORAYA,0.48
LAHUNDAPE DUA,WS POLEANG-RORAYA,0.48
MALI UTARA 1,WS POLEANG-RORAYA,0.47
LOBO-LOBO,WS POLEANG-RORAYA,0.46
CEMPEDAK UTARA,WS POLEANG-RORAYA,0.46
UMBELE,WS POLEANG-RORAYA,0.46
CEMPEDAK SELATAN,WS POLEANG-RORAYA,0.44
LABUAN BEROPA 2,WS POLEANG-RORAYA,0.44
TANJUNG WATUNUHO,WS POLEANG-RORAYA,0.44
OROOKO SELATAN,WS POLEANG-RORAYA,0.42
BATU SEMPE,WS POLEANG-RORAYA,0.42
TUMBU TUMBU 2,WS POLEANG-RORAYA,0.42
KUSUMOUHA DS,WS POLEANG-RORAYA,0.41
TAMBAKO DALAM,WS POLEANG-RORAYA,0.41
SODOHA,WS POLEANG-RORAYA,0.41
LASIABO,WS POLEANG-RORAYA,0.39
MAGINTI,WS POLEANG-RORAYA,0.38
MALARINGGI DERMAGA,WS POLEANG-RORAYA,0.37
TAMBAKO,WS POLEANG-RORAYA,0.35
TUMBUUSI,WS POLEANG-RORAYA,0.35
TIPULU TIMUR,WS POLEANG-RORAYA,0.34
BATU BATU LUAR,WS POLEANG-RORAYA,0.34
TAMBAKO TANJUNG,WS POLEANG-RORAYA,0.31
TAMBAKO DARAT 2,WS POLEANG-RORAYA,0.31
UJUNG MALAOA,WS POLEANG-RORAYA,0.31
SOREANG,WS POLEANG-RORAYA,0.3
KAJAKSSING 2,WS POLEANG-RORAYA,0.3
KOFANO,WS POLEANG-RORAYA,0.29
HAJIALALA,WS POLEANG-RORAYA,0.29
TIPULU,WS POLEANG-RORAYA,0.29
TAMBAKO TIMUR,WS POLEANG-RORAYA,0.29
LARETE LUAR,WS POLEANG-RORAYA,0.28
POLOTARI MUARA,WS POLEANG-RORAYA,0.27
PUNGGALOBA,WS POLEANG-RORAYA,0.26
TOROMAGINTI BARAT,WS POLEANG-RORAYA,0.25
TAMBAKO DARAT 1,WS POLEANG-RORAYA,0.25
WAWOSUNGGU PULAU,WS POLEANG-RORAYA,0.23
MOLUBUANO TIMUR,WS POLEANG-RORAYA,0.23
MOLUBUANO,WS POLEANG-RORAYA,0.22
OROOKO TANJUNG,WS POLEANG-RORAYA,0.22
MAYARIA,WS POLEANG-RORAYA,0.2
GUNUNG JATI,WS POLEANG-RORAYA,0.2
LAEYA MUARA,WS POLEANG-RORAYA,0.14
BOKORI,WS POLEANG-RORAYA,0.13
RENDA PULAU 1,WS POLEANG-RORAYA,0.11
CEMPEDAK UTARA 1,WS POLEANG-RORAYA,0.1
KALI BARU PULAU,WS POLEANG-RORAYA,0.09
GALA,WS POLEANG-RORAYA,0.09
SAPONDA DARAT,WS POLEANG-RORAYA,0.08
MASUDU,WS POLEANG-RORAYA,0.08
MANGATA,WS POLEANG-RORAYA,0.08
SAPONDA LAUT,WS POLEANG-RORAYA,0.08
PUUWIAU PULAU,WS POLEANG-RORAYA,0.08
BELETE,WS POLEANG-RORAYA,0.08
BEMBE,WS POLEANG-RORAYA,0.06
RENDA PULAU 2,WS POLEANG-RORAYA,0.05
KALOKALO PULAU,WS POLEANG-RORAYA,0.04
MANDUMANDULA PULAU 2,WS POLEANG-RORAYA,0.04
PULO MORAMO BESAR,WS POLEANG-RORAYA,0.04
HARI,WS POLEANG-RORAYA,0.04
LANGGOMEU PULAU 3,WS POLEANG-RORAYA,0.03
LAONTI PULAU,WS POLEANG-RORAYA,0.03
LARA,WS POLEANG-RORAYA,0.03
LANGGOMEU PULAU 1,WS POLEANG-RORAYA,0.03
TOREGA PULAU 2,WS POLEANG-RORAYA,0.03
MANDUMANDULA PULAU 1,WS POLEANG-RORAYA,0.03
LANGGOMEU PULAU 2,WS POLEANG-RORAYA,0.03
LANGGAPULU PULAU,WS POLEANG-RORAYA,0.03
TOBEA PULAU,WS POLEANG-RORAYA,0.02
TOREGA PULAU 1,WS POLEANG-RORAYA,0.02
WORU-WORU PULAU 1,WS POLEANG-RORAYA,0.02
LANGGOMEU PULAU,WS POLEANG-RORAYA,0.02
LANGGOMEU PULAU 4,WS POLEANG-RORAYA,0.02
BONTUBONTU TIMUR,WS POLEANG-RORAYA,0.02
PULO MORAMO KECIL,WS POLEANG-RORAYA,0.02
WATUNDOLUBOTO PULAU,WS POLEANG-RORAYA,0.01
LAEYA MUARA 2,WS POLEANG-RORAYA,0.01
SONI PULAU,WS POLEANG-RORAYA,0.01
WUNGKOLO PULAU 1,WS POLEANG-RORAYA,0.01
WORU-WORU PULAU 2,WS POLEANG-RORAYA,0.01
RENDA PULAU 5,WS POLEANG-RORAYA,0.01
INTAN,WS POLEANG-RORAYA,0.01
BONTUBONTU BAHARI,WS POLEANG-RORAYA,0.01
WUNGKOLO PULAU 2,WS POLEANG-RORAYA,0.0
WATUNGGILA 2 PULAU BESAR,WS POLEANG-RORAYA,0.0
RENDA PULAU 4,WS POLEANG-RORAYA,0.0
RENDA PULAU 3,WS POLEANG-RORAYA,0.0
HARI KECIL,WS POLEANG-RORAYA,0.0
WATUNGGILA 2 PULAU KECIL,WS POLEANG-RORAYA,0.0
WATUNGGILALA PULAU 1,WS POLEANG-RORAYA,0.0
WATUNGGILALA PULAU 2,WS POLEANG-RORAYA,0.0
WATUNGGILALA PULAU 3,WS POLEANG-RORAYA,0.0
POSO,WS POSO-PUNA-SAUSU,2668.34
PUNA,WS POSO-PUNA-SAUSU,764.06
SAUSU,WS POSO-PUNA-SAUSU,570.89
TONGKO,WS POSO-PUNA-SAUSU,255.29
MASALOGI,WS POSO-PUNA-SAUSU,248.71
TOJO,WS POSO-PUNA-SAUSU,214.63
BETAUA,WS POSO-PUNA-SAUSU,201.22
DOLAGO,WS POSO-PUNA-SAUSU,176.19
TAMBARANA,WS POSO-PUNA-SAUSU,161.96
TORIBULU,WS POSO-PUNA-SAUSU,154.69
MAWOMBA,WS POSO-PUNA-SAUSU,143.87
PODI,WS POSO-PUNA-SAUSU,138.6
TINDAKI,WS POSO-PUNA-SAUSU,128.89
TENGAH,WS POSO-PUNA-SAUSU,124.84
GALUGA,WS POSO-PUNA-SAUSU,122.43
TONGKU,WS POSO-PUNA-SAUSU,111.65
TORUE,WS POSO-PUNA-SAUSU,110.03
BATU AWU,WS POSO-PUNA-SAUSU,88.67
KASIMBAR,WS POSO-PUNA-SAUSU,95.99
MALEI,WS POSO-PUNA-SAUSU,91.06
TOPEAU,WS POSO-PUNA-SAUSU,77.35
BAMBALEMO,WS POSO-PUNA-SAUSU,76.41
PANCUMA,WS POSO-PUNA-SAUSU,68.27
TAPOYA,WS POSO-PUNA-SAUSU,67.59
PONDO,WS POSO-PUNA-SAUSU,67.63
WAYTUA,WS POSO-PUNA-SAUSU,56.64
KABALO,WS POSO-PUNA-SAUSU,55.48
CINILI,WS POSO-PUNA-SAUSU,51.39
DONGGULU,WS POSO-PUNA-SAUSU,49.42
TOLAI,WS POSO-PUNA-SAUSU,46.03
PAMALOA,WS POSO-PUNA-SAUSU,44.16
TOLIBARAN,WS POSO-PUNA-SAUSU,43.63
UEKULI,WS POSO-PUNA-SAUSU,117.2
MAPANE,WS POSO-PUNA-SAUSU,38.83
AMPIBABO,WS POSO-PUNA-SAUSU,38.51
TOBOLI,WS POSO-PUNA-SAUSU,37.69
TOWERA,WS POSO-PUNA-SAUSU,35.21
OLAYA,WS POSO-PUNA-SAUSU,34.74
TOMBIANO,WS POSO-PUNA-SAUSU,36.39
KORONTUA,WS POSO-PUNA-SAUSU,33.25
KAMEASI,WS POSO-PUNA-SAUSU,33.07
PELAWA,WS POSO-PUNA-SAUSU,32.79
TIWAA,WS POSO-PUNA-SAUSU,32.07
UEDELE,WS POSO-PUNA-SAUSU,28.29
MASANI,WS POSO-PUNA-SAUSU,28.01
TOYADO,WS POSO-PUNA-SAUSU,26.76
LEBAGU,WS POSO-PUNA-SAUSU,24.79
SALUBAI,WS POSO-PUNA-SAUSU,24.75
LEBO,WS POSO-PUNA-SAUSU,22.59
SIPALAI,WS POSO-PUNA-SAUSU,20.57
MATAWOO,WS POSO-PUNA-SAUSU,20.58
TOLIBA,WS POSO-PUNA-SAUSU,17.35
HUKU,WS POSO-PUNA-SAUSU,14.69
KALORA,WS POSO-PUNA-SAUSU,16.94
WATAMPOLO,WS POSO-PUNA-SAUSU,16.86
LEMO,WS POSO-PUNA-SAUSU,15.38
MAETANGI,WS POSO-PUNA-SAUSU,15.31
OGE,WS POSO-PUNA-SAUSU,15.12
TONGKO 3,WS POSO-PUNA-SAUSU,17.84
SINA,WS POSO-PUNA-SAUSU,14.52
SILANGGA,WS POSO-PUNA-SAUSU,14.5
BATU BOKU,WS POSO-PUNA-SAUSU,14.2
BAMBALO,WS POSO-PUNA-SAUSU,15.71
AMPAYA,WS POSO-PUNA-SAUSU,13.07
SINIU,WS POSO-PUNA-SAUSU,12.93
KOROMPODI,WS POSO-PUNA-SAUSU,12.46
SIDOMERTO,WS POSO-PUNA-SAUSU,11.99
VOLO,WS POSO-PUNA-SAUSU,11.42
TIKALA,WS POSO-PUNA-SAUSU,10.94
POMBALOWO,WS POSO-PUNA-SAUSU,10.9
TANJUNG TAMBU,WS POSO-PUNA-SAUSU,10.4
BANOU,WS POSO-PUNA-SAUSU,9.58
TOMOLI,WS POSO-PUNA-SAUSU,9.5
SURANGA,WS POSO-PUNA-SAUSU,9.24
SANADA,WS POSO-PUNA-SAUSU,8.99
TASWENUNI,WS POSO-PUNA-SAUSU,8.69
TIWAMBOO,WS POSO-PUNA-SAUSU,8.67
BANANO,WS POSO-PUNA-SAUSU,8.33
SILANGGA 2,WS POSO-PUNA-SAUSU,8.19
MADALE,WS POSO-PUNA-SAUSU,8.17
BETAUA 2,WS POSO-PUNA-SAUSU,8.04
TARIPA,WS POSO-PUNA-SAUSU,8.3
SINCANGA,WS POSO-PUNA-SAUSU,7.77
POPA,WS POSO-PUNA-SAUSU,7.47
MARONGI 2,WS POSO-PUNA-SAUSU,7.36
TOYANGI,WS POSO-PUNA-SAUSU,7.33
MALEILAGE,WS POSO-PUNA-SAUSU,5.83
TAMA SOFO,WS POSO-PUNA-SAUSU,7.03
MAWAU,WS POSO-PUNA-SAUSU,7.0
MASARI,WS POSO-PUNA-SAUSU,6.92
UEKULI 2,WS POSO-PUNA-SAUSU,6.58
MAWORUTO,WS POSO-PUNA-SAUSU,6.49
MAROWO 6,WS POSO-PUNA-SAUSU,6.4
SINIU 2,WS POSO-PUNA-SAUSU,6.3
MEETA,WS POSO-PUNA-SAUSU,16.61
MAURO,WS POSO-PUNA-SAUSU,6.13
BULU SIALALON,WS POSO-PUNA-SAUSU,6.08
PANGKIRO,WS POSO-PUNA-SAUSU,6.01
KAINYOLE,WS POSO-PUNA-SAUSU,5.97
TAMBARONGKEA,WS POSO-PUNA-SAUSU,5.94
MATAKO,WS POSO-PUNA-SAUSU,5.62
PABENGKO,WS POSO-PUNA-SAUSU,5.58
TONIPA,WS POSO-PUNA-SAUSU,5.52
TUNDU,WS POSO-PUNA-SAUSU,5.43
TONGKO 2,WS POSO-PUNA-SAUSU,5.21
SOLOMPANGI,WS POSO-PUNA-SAUSU,5.19
MORONGI,WS POSO-PUNA-SAUSU,4.87
MAROWO 2,WS POSO-PUNA-SAUSU,4.87
BONA,WS POSO-PUNA-SAUSU,4.8
TOLOMPI,WS POSO-PUNA-SAUSU,4.78
BURANGA 3,WS POSO-PUNA-SAUSU,4.7
FOLO 2,WS POSO-PUNA-SAUSU,4.69
PONANGU,WS POSO-PUNA-SAUSU,4.69
TAPOLI,WS POSO-PUNA-SAUSU,4.65
TOYANGI 2,WS POSO-PUNA-SAUSU,4.51
TOBUE,WS POSO-PUNA-SAUSU,4.5
PINOTU,WS POSO-PUNA-SAUSU,4.36
KUALA MAOTI,WS POSO-PUNA-SAUSU,4.34
TAMPANOBO,WS POSO-PUNA-SAUSU,4.27
PINOTU 2,WS POSO-PUNA-SAUSU,4.13
KAPOMPA,WS POSO-PUNA-SAUSU,4.11
UJUNG TIBU,WS POSO-PUNA-SAUSU,4.0
MAWAU 4,WS POSO-PUNA-SAUSU,3.99
BANANO 2,WS POSO-PUNA-SAUSU,3.94
PANCUMA  2,WS POSO-PUNA-SAUSU,3.89
PASAU,WS POSO-PUNA-SAUSU,3.81
TUALA,WS POSO-PUNA-SAUSU,3.79
PANTARANGOYO,WS POSO-PUNA-SAUSU,3.7
TAEDO,WS POSO-PUNA-SAUSU,3.68
TOMOLI UTARA,WS POSO-PUNA-SAUSU,3.51
PODI 2,WS POSO-PUNA-SAUSU,3.51
SINCANGA 2,WS POSO-PUNA-SAUSU,3.47
TORIBULU SATU,WS POSO-PUNA-SAUSU,3.45
MAROWO 4,WS POSO-PUNA-SAUSU,3.44
MALAELI,WS POSO-PUNA-SAUSU,3.15
PODI 3,WS POSO-PUNA-SAUSU,3.11
LOMBOR,WS POSO-PUNA-SAUSU,3.1
SIENJO,WS POSO-PUNA-SAUSU,3.05
TONGKU 4,WS POSO-PUNA-SAUSU,3.03
KAMPUNG TUA,WS POSO-PUNA-SAUSU,2.99
MEMBUKE,WS POSO-PUNA-SAUSU,2.93
MOENGKO,WS POSO-PUNA-SAUSU,2.89
BUU MALAKOSA 2,WS POSO-PUNA-SAUSU,2.83
TONGKU 3,WS POSO-PUNA-SAUSU,2.67
MAROWO 5,WS POSO-PUNA-SAUSU,2.65
MALAKOSA,WS POSO-PUNA-SAUSU,2.61
UJUNG TIBU 2,WS POSO-PUNA-SAUSU,2.56
MOROWO,WS POSO-PUNA-SAUSU,2.55
PAGORA,WS POSO-PUNA-SAUSU,2.51
POPA 2,WS POSO-PUNA-SAUSU,2.47
MASALOGI 2,WS POSO-PUNA-SAUSU,2.46
UEDELE 2,WS POSO-PUNA-SAUSU,2.37
TOJO 2,WS POSO-PUNA-SAUSU,2.43
BULU MALAKOSA,WS POSO-PUNA-SAUSU,2.3
MALAKOSA 2,WS POSO-PUNA-SAUSU,2.26
MAWAU 2,WS POSO-PUNA-SAUSU,2.21
MAROWO 3,WS POSO-PUNA-SAUSU,2.01
POPALI,WS POSO-PUNA-SAUSU,2.0
PADAPU,WS POSO-PUNA-SAUSU,2.0
KABALO 2,WS POSO-PUNA-SAUSU,1.96
MARONGI 3,WS POSO-PUNA-SAUSU,1.89
TANJUNG POPALI,WS POSO-PUNA-SAUSU,1.86
SAMBOTE,WS POSO-PUNA-SAUSU,1.85
UELOBA,WS POSO-PUNA-SAUSU,1.84
TUMORA,WS POSO-PUNA-SAUSU,1.79
HUKU 2,WS POSO-PUNA-SAUSU,1.85
SAMBOTE 2,WS POSO-PUNA-SAUSU,1.76
PINOTU 3,WS POSO-PUNA-SAUSU,1.74
BURANGA 2,WS POSO-PUNA-SAUSU,1.7
MAWAU 3,WS POSO-PUNA-SAUSU,1.69
PINOTU 4,WS POSO-PUNA-SAUSU,1.61
BURANGA,WS POSO-PUNA-SAUSU,1.52
TONGKU 2,WS POSO-PUNA-SAUSU,1.4
PEUSOI,WS POSO-PUNA-SAUSU,1.4
BULU MALAKOSA 3,WS POSO-PUNA-SAUSU,1.13
TUNDU 2,WS POSO-PUNA-SAUSU,0.88
TAMPABAYA,WS POSO-PUNA-SAUSU,0.84
KUMAPA,WS POSO-PUNA-SAUSU,0.45
PULAU MALAKOSA,WS POSO-PUNA-SAUSU,0.24
PULAU MALAKOSA 1,WS POSO-PUNA-SAUSU,0.18
PULAU MALAKOSA 2,WS POSO-PUNA-SAUSU,0.17
PULAU MALAKOSA 3,WS POSO-PUNA-SAUSU,0.15
PULAU TOMOLI,WS POSO-PUNA-SAUSU,0.1
PULAU MALAKOSA 4,WS POSO-PUNA-SAUSU,0.09
PULAU LINDU,WS POSO-PUNA-SAUSU,0.08
BURANGA 4,WS POSO-PUNA-SAUSU,0.08
AMPIBABO 2,WS POSO-PUNA-SAUSU,0.07
AMPIBABO 3,WS POSO-PUNA-SAUSU,0.04
LEMO 4,WS POSO-PUNA-SAUSU,0.04
BURANGA 5,WS POSO-PUNA-SAUSU,0.03
LEMO 3,WS POSO-PUNA-SAUSU,0.03
PULAU MALAKOSA 5,WS POSO-PUNA-SAUSU,0.02
LEMO 2,WS POSO-PUNA-SAUSU,0.02
AMPIBABO 4,WS POSO-PUNA-SAUSU,0.01
BURANGA 6,WS POSO-PUNA-SAUSU,0.01
PULAU ARJUNA,WS POSO-PUNA-SAUSU,0.01
LEMO UTARA,WS POSO-PUNA-SAUSU,0.01
AMPIBABO 5,WS POSO-PUNA-SAUSU,0.01
PULAU MALAKOSA 6,WS POSO-PUNA-SAUSU,0.01
LEMO UTARA 2,WS POSO-PUNA-SAUSU,0.01
AMPIBABO 6,WS POSO-PUNA-SAUSU,0.01
AMPIBABO 7,WS POSO-PUNA-SAUSU,0.0
AMPIBABO 8,WS POSO-PUNA-SAUSU,0.0
PULAU TAMBAGA 1,WS POSO-PUNA-SAUSU,0.0
PULAU TAMBAGA 2,WS POSO-PUNA-SAUSU,0.0
TIWAA 2,WS POSO-PUNA-SAUSU,0.0
PULAU TAMBAGA 3,WS POSO-PUNA-SAUSU,0.0
BUH PUTIH,WS PROGO-OPAK-SERANG,238.88
SEROPAN,WS PROGO-OPAK-SERANG,188.66
PROGO,WS PROGO-OPAK-SERANG,2487.5
OPAK,WS PROGO-OPAK-SERANG,1374.59
BRIBIN,WS PROGO-OPAK-SERANG,492.15
SERANG,WS PROGO-OPAK-SERANG,208.85
SEJAKAH,WS PULAU LAUT,234.9
BEKAMBIT,WS PULAU LAUT,207.93
AMBUNG AMBUNGAN,WS PULAU LAUT,150.92
SEKALIAN,WS PULAU LAUT,133.11
SEBANTI,WS PULAU LAUT,109.29
SEMARAS,WS PULAU LAUT,93.92
TELUK GUMBANG,WS PULAU LAUT,82.34
SEKARAMBUT,WS PULAU LAUT,79.93
SUNGUP,WS PULAU LAUT,66.95
SEBELIMBINGAN,WS PULAU LAUT,55.33
KANIBUNGAN,WS PULAU LAUT,54.63
BALAMBUS,WS PULAU LAUT,51.91
SELARU,WS PULAU LAUT,38.06
KAWAU,WS PULAU LAUT,37.44
OKA-OKA BESAR,WS PULAU LAUT,33.18
SEMBULUHAN,WS PULAU LAUT,31.01
OKA -OKA KECIL,WS PULAU LAUT,29.77
KALAMBAH,WS PULAU LAUT,29.74
KARANG SARI,WS PULAU LAUT,28.5
BERANGAS,WS PULAU LAUT,28.08
PULAU MATASIRIH,WS PULAU LAUT,26.79
PENAPIAN,WS PULAU LAUT,25.21
SUNGAI PARING,WS PULAU LAUT,24.49
SUNGAI PASIR 2,WS PULAU LAUT,24.02
GULISAN BESAR,WS PULAU LAUT,23.99
API-API,WS PULAU LAUT,23.84
SUNGAI PASIR,WS PULAU LAUT,21.41
SERATAK BESAR,WS PULAU LAUT,20.58
SEKAPUNG,WS PULAU LAUT,20.02
TELUK GUMBANG BAWAH,WS PULAU LAUT,19.69
SUNGAI BALI,WS PULAU LAUT,18.89
BEKAMBIT HILIR,WS PULAU LAUT,18.81
SEBANTI KANAN,WS PULAU LAUT,18.02
SUNGAI BULAN,WS PULAU LAUT,17.23
KAPIS  BAWAH,WS PULAU LAUT,16.15
TUNGKARAN ASAM,WS PULAU LAUT,15.76
SUNGAI LANUN,WS PULAU LAUT,14.86
HANTU,WS PULAU LAUT,14.74
PRAPAT RAJA,WS PULAU LAUT,13.95
TELUK GUMBANG ATAS,WS PULAU LAUT,11.92
SENYIUR,WS PULAU LAUT,11.91
SIMBUNGAN KECIL,WS PULAU LAUT,11.79
SEI BUAH,WS PULAU LAUT,11.19
SUNGAI MANDIN,WS PULAU LAUT,10.51
BANYAMUK,WS PULAU LAUT,10.38
SALINO DS,WS PULAU LAUT,9.55
BALINGKAR,WS PULAU LAUT,9.47
KARANG BATANG,WS PULAU LAUT,8.6
SATIMBANGAN,WS PULAU LAUT,7.59
TANJUNG LALAK,WS PULAU LAUT,7.58
TELUK ARU,WS PULAU LAUT,7.51
DUNGUN,WS PULAU LAUT,7.06
SEI LIMAU,WS PULAU LAUT,7.01
SEKOYANG,WS PULAU LAUT,7.0
PULAU KALAMBAU,WS PULAU LAUT,6.98
BATARANG,WS PULAU LAUT,6.62
TELUK GOSONG,WS PULAU LAUT,6.53
GUNUNG BAGU,WS PULAU LAUT,6.41
SEJAKA KECIL,WS PULAU LAUT,6.33
TANJUNG LALAK SELATAN,WS PULAU LAUT,6.21
PULAU MARADAPAN,WS PULAU LAUT,6.18
KOTABARU HILIR,WS PULAU LAUT,6.17
GEDAMBAAN,WS PULAU LAUT,6.09
SEKARAMBUT KECIL,WS PULAU LAUT,6.08
LIMAU,WS PULAU LAUT,5.71
LIMAU-SEMIARAN,WS PULAU LAUT,5.51
TANJUNG PELAYAR  ATAS,WS PULAU LAUT,5.44
SENIBUNG,WS PULAU LAUT,5.39
JELAPAT,WS PULAU LAUT,5.3
TANJUNG PENGHARAPAN,WS PULAU LAUT,5.15
HALABAN ATAS,WS PULAU LAUT,5.15
BATU LADUNG,WS PULAU LAUT,5.0
SEMARAS KECIL,WS PULAU LAUT,4.87
TANJUNG SELOKA,WS PULAU LAUT,4.73
DUNGUN ATAS,WS PULAU LAUT,4.68
SEBANTI-LONTAR,WS PULAU LAUT,4.61
SERAKAMAN,WS PULAU LAUT,4.61
KAPIS ATAS,WS PULAU LAUT,4.57
GUNUNG KRIKIL,WS PULAU LAUT,4.56
BATU TUNAU,WS PULAU LAUT,4.55
SERAKAMAN TENGAH,WS PULAU LAUT,4.46
KEHIDUPAN,WS PULAU LAUT,4.39
SEI TANAH MERAH,WS PULAU LAUT,4.32
SEI GAYAM,WS PULAU LAUT,4.23
PULAU SERUDUNG,WS PULAU LAUT,4.17
TANJUNG NUSANTARA,WS PULAU LAUT,4.12
HALABAN TENGAH,WS PULAU LAUT,3.94
SEMISIR,WS PULAU LAUT,3.84
KAPIS TENGAH,WS PULAU LAUT,3.64
TIRAWAN,WS PULAU LAUT,3.52
LABUAN MAS,WS PULAU LAUT,3.43
GUNUNG LEBATAN,WS PULAU LAUT,3.32
PULAU KALUANG,WS PULAU LAUT,3.32
TERUSAN,WS PULAU LAUT,3.14
SARANG TIUNG 2,WS PULAU LAUT,3.11
SARANG TIUNG 3,WS PULAU LAUT,3.06
API-API KECIL,WS PULAU LAUT,2.69
TANJUNG PELAYAR,WS PULAU LAUT,2.62
JELAPAT  KECIL,WS PULAU LAUT,2.52
PULAU MARABATUAN,WS PULAU LAUT,2.37
SETIMBANGAN KECIL,WS PULAU LAUT,2.34
PULAU ANAK KERAYAAN,WS PULAU LAUT,2.3
KUMANG-KUMANG,WS PULAU LAUT,2.24
TELUK JAGUNG,WS PULAU LAUT,2.22
SARANG TIUNG,WS PULAU LAUT,2.17
SEMISIR 3,WS PULAU LAUT,2.12
SEBAKAU,WS PULAU LAUT,2.09
TANJUNG HARAPAN,WS PULAU LAUT,2.06
SEMISIR 2,WS PULAU LAUT,1.99
HALABAN BAWAH,WS PULAU LAUT,1.96
SERAKAMAN ATAS,WS PULAU LAUT,1.89
TANJUNG SUNGKAI-PELAYAR,WS PULAU LAUT,1.89
AMBUNG AMBUNGAN KECIL,WS PULAU LAUT,1.87
TELUK TAMIANG,WS PULAU LAUT,1.84
TANJUNG-LEMBAH RAYA,WS PULAU LAUT,1.77
KEHIDUPAN KECIL,WS PULAU LAUT,1.6
GUNUNG CAPING,WS PULAU LAUT,1.57
PULAU  KERUMPUTAN,WS PULAU LAUT,1.52
PULAU KERAYAAN,WS PULAU LAUT,1.49
SUNGAI TAIB,WS PULAU LAUT,1.45
RAMPA,WS PULAU LAUT,1.44
SEKUKUP,WS PULAU LAUT,1.38
BLANGKAS,WS PULAU LAUT,1.35
TANJUNG SUNGKAI KANAN,WS PULAU LAUT,1.33
PULAU KERASIAN,WS PULAU LAUT,1.26
TANJUNG KUNYIT BESAR,WS PULAU LAUT,1.11
SIGAM,WS PULAU LAUT,0.78
TANJUNG LALAK UTARA,WS PULAU LAUT,0.65
PULAU DENAWAN,WS PULAU LAUT,0.46
PULAU KAPAK,WS PULAU LAUT,0.35
TANJUNG KUNYIT 2,WS PULAU LAUT,0.33
HALANGMELINGKA,WS PULAU LAUT,0.19
PULAU SAMBER GELAP,WS PULAU LAUT,0.15
PULAU PARDAMAIAN BESAR,WS PULAU LAUT,0.14
PULAU PAYUNGPAYUNGAN,WS PULAU LAUT,0.14
BEKAMBIT HILIR 2,WS PULAU LAUT,0.12
PULAU HAUR UTARA,WS PULAU LAUT,0.11
PULAU HAUR SELATAN,WS PULAU LAUT,0.1
PULAU BALE,WS PULAU LAUT,0.09
PULAU PAMATIKAN,WS PULAU LAUT,0.06
PULAU UJUNG,WS PULAU LAUT,0.05
PULAU TELOEK KAPAL PETJAH,WS PULAU LAUT,0.05
PULAU BAHU,WS PULAU LAUT,0.04
TANJUNG KUNYIT 3,WS PULAU LAUT,0.04
PULAU KUNYIT MATASIRIH,WS PULAU LAUT,0.03
PULAU KACANG,WS PULAU LAUT,0.03
PULAU KAPAK  KECIL,WS PULAU LAUT,0.03
PULAU BURUNG KECIL,WS PULAU LAUT,0.03
PULAU DARE,WS PULAU LAUT,0.03
PULAU HALABAN BESAR,WS PULAU LAUT,0.03
PULAU TANJUNG SELOKA 1,WS PULAU LAUT,0.02
PULAU ASAM,WS PULAU LAUT,0.02
PULAU  TITIPAN INDAH,WS PULAU LAUT,0.01
PULAU BIRU,WS PULAU LAUT,0.01
PULAU UJUNG KECIL,WS PULAU LAUT,0.01
PULAU TANJUNG SELOKA 2,WS PULAU LAUT,0.01
PULAU HALABAN KECIL,WS PULAU LAUT,0.01
PULAU ROSONG RAYA,WS PULAU LAUT,0.0
PULAU CINTA,WS PULAU LAUT,0.0
PULAU KEHIDUPAN,WS PULAU LAUT,0.0
TANJUNG HARAPAN 1,WS PULAU LAUT,0.0
