ws_name,layer_name,ext,filename,drive_file_id
WS_BARITO,JenisTanah,shx,JenisTanah_WS_BARITO.shx,1gz6cuWq0pyUENAaHhrcrUH8_ZnKM1Oqo
WS_BARITO,Erosi,dbf,Erosi_WS_BARITO.dbf,1QM6jdi7eWumWY94_l9txJf2Jk7xIJKUG
WS_BARITO,Erosi,shp,Erosi_WS_BARITO.shp,1o-7hB1iQeYCPkRyokDZKERFGVw_qs5WS
WS_BARITO,Erosi,shx,Erosi_WS_BARITO.shx,1j2pLCdqhagBqKbjXQayOzgaXFwnrw-z7
WS_BARITO,Erosi,cpg,Erosi_WS_BARITO.cpg,1iE3YBQA0f4_YBCNpvFa4Dfrn7Kp5r1Wb
WS_BARITO,Erosi,prj,Erosi_WS_BARITO.prj,1iQrR3dWAimKIRlHyJ054x7MUgg4R1aGl
WS_BARUMUN_KUALUH,RURHLDAS,dbf,RURHLDAS_WS_BARUMUN_KUALUH.dbf,1oQLOa1t_IoP-QN3atepsMQP0VGV3j7DD
WS_BARUMUN_KUALUH,RURHLDAS,cpg,RURHLDAS_WS_BARUMUN_KUALUH.cpg,1eck3ZMa0yT3LUyI7osPUyesD6Ni-TdVo
WS_BARUMUN_KUALUH,RURHLDAS,shx,RURHLDAS_WS_BARUMUN_KUALUH.shx,1aLovE3XCGqz7hExzu8jU29QeJ617KBGJ
WS_BARUMUN_KUALUH,RURHLDAS,prj,RURHLDAS_WS_BARUMUN_KUALUH.prj,1diAMp7ZTl53qXGBOnw7cvjMYywZYaj6L
WS_BARUMUN_KUALUH,RURHLDAS,shp,RURHLDAS_WS_BARUMUN_KUALUH.shp,1_lUfz0ALwMdu_yk3j7uhwV2NUDJEMcXt
WS_BARUMUN_KUALUH,TutupanLahan,dbf,TutupanLahan_WS_BARUMUN_KUALUH.dbf,1B3V1xiDiY1EDeZGer4KxWpqCpfaH5FJx
WS_BARUMUN_KUALUH,TutupanLahan,prj,TutupanLahan_WS_BARUMUN_KUALUH.prj,1TfTEYXYcNMA4XKADBdlb45aDY5g5wFuZ
WS_BARUMUN_KUALUH,TutupanLahan,cpg,TutupanLahan_WS_BARUMUN_KUALUH.cpg,1YEa3l7Y4AuvWcwd9unmhwfP9FaKfEVF7
WS_BARUMUN_KUALUH,TutupanLahan,shp,TutupanLahan_WS_BARUMUN_KUALUH.shp,18HlQAo2DJDBDC9BcZAVwy-jazwGOyXIC
WS_BARUMUN_KUALUH,TutupanLahan,shx,TutupanLahan_WS_BARUMUN_KUALUH.shx,1S-t8l04e4gLoBr8Hsdtwoaptn6YW_f5z
WS_BARUMUN_KUALUH,KawasanHutan,shx,KawasanHutan_WS_BARUMUN_KUALUH.shx,1S_2rFLuwXU5_W1zthYlpbGGSXneFRG9d
WS_BARUMUN_KUALUH,KawasanHutan,cpg,KawasanHutan_WS_BARUMUN_KUALUH.cpg,1F6XF5Zcqt87jYTQX8uR1Lmb7DrbTjMh6
WS_BARUMUN_KUALUH,KawasanHutan,shp,KawasanHutan_WS_BARUMUN_KUALUH.shp,1kyjntR7nx7zDjeTKOx9KIXvB7GwvnzVT
WS_BARUMUN_KUALUH,KawasanHutan,dbf,KawasanHutan_WS_BARUMUN_KUALUH.dbf,1leAo9cN2ADIuqK38lAoaRXJMfJ6T83IW
WS_BARUMUN_KUALUH,KawasanHutan,prj,KawasanHutan_WS_BARUMUN_KUALUH.prj,1bL4RVOD46XhHIqWbkvn5FuuWaCuMhAC3
WS_BARUMUN_KUALUH,JenisTanah,shp,JenisTanah_WS_BARUMUN_KUALUH.shp,1MfK8c0ZJ5JB9Ex1HnFHbsCgrlAoCL-jw
WS_BARUMUN_KUALUH,JenisTanah,shx,JenisTanah_WS_BARUMUN_KUALUH.shx,1Cwt7gRJNa8DeebZ_vlPtKSPe3RzXSoT2
WS_BARUMUN_KUALUH,JenisTanah,dbf,JenisTanah_WS_BARUMUN_KUALUH.dbf,1M0INV9BoQUYSfTkH1qCOlgrlABfLO3QA
WS_BARUMUN_KUALUH,JenisTanah,prj,JenisTanah_WS_BARUMUN_KUALUH.prj,1gFkwdJJ-KhtBBm_rFix7XGWWN_01Q7vi
WS_BARUMUN_KUALUH,JenisTanah,cpg,JenisTanah_WS_BARUMUN_KUALUH.cpg,1Xe0cr06rfWrh-kp8ku4PvmcGAAANX4WF
