NAMA_DAS,NAMOBJ,luas_km2,nama_ws_induk
AALAA  ALO-ALO,Konawe Utara,11.824550545811269,WS LASOLO-KONAWEHA
AALAA KONAWEHA,Kolaka,283.81537844252034,WS TOARI-LASUSUA
AALAA KONAWEHA,Kolaka Timur,0.4830921422138844,WS TOARI-LASUSUA
AALAA LEMO,Konawe Selatan,0.0118956973615132,WS POLEANG-RORAYA
AALAA LEMO,Kota Kendari,6.481345786967796,WS POLEANG-RORAYA
AALAA SOPURA,Kolaka,9.307109663136464,WS TOARI-LASUSUA
AAS,Karangasem,0.6114335213411517,WS BALI-PENIDA
AATAA MATA,Konawe,2.730593460738859,WS POLEANG-RORAYA
AATAA MATA,Kota Kendari,3.7233050642068313,WS POLEANG-RORAYA
ABABIADI,Supiori,23.42544203456312,WS WAPOGA-MIMIKA
ABAJARANG,Toli Toli,13.680904465393334,WS LAMBUNU-BUOL
ABALING,Toli Toli,18.334068377878143,WS LAMBUNU-BUOL
ABALING 2,Toli Toli,1.460025044625746,WS LAMBUNU-BUOL
ABALING 3,Toli Toli,3.306427460421536,WS LAMBUNU-BUOL
ABANBAGA LABANJAU,Kepulauan Mentawai,36.507160988495386,WS ANAI-SIBERUT-PAGAI-SIPORA
ABANG BESAR,Kota Batam,13.24350934469771,WS KEPULAUAN RIAU
ABANG KECIL,Kota Batam,4.017468987359465,WS KEPULAUAN RIAU
ABANG TANJUNG,Kota Batam,0.003512878593897,WS KEPULAUAN RIAU
ABANG TELUK,Kota Batam,0.0051261308932255,WS KEPULAUAN RIAU
ABANGBOL,Alor,0.7047236067731585,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGGIWANG SAKARAINANG,Alor,5.0143975515369865,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGIWANG 1,Alor,0.8516421218599961,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGIWANG 2,Alor,0.3356312240123414,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABASON,Banggai,1.4197636987226774,WS BONGKA-MANTAWA
ABASON 2,Banggai,1.505865470612947,WS BONGKA-MANTAWA
ABASON 3,Banggai,1.6876091538648,WS BONGKA-MANTAWA
ABAWERI,Fak Fak,16.63549569157855,WS OMBA
ABE PANTAI 1,Kota Jayapura,2.2122091798965413,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ABE PANTAI 2,Kota Jayapura,5.365955323293496,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ABEKAE,Bone,6.147858151210912,WS JENEBERANG
ABELI,Konawe Selatan,0.5721221253810677,WS POLEANG-RORAYA
ABELI,Kota Kendari,15.555416513807009,WS POLEANG-RORAYA
ABIAIBABA,Kepulauan Yapen,3.390809933611683,WS WAPOGA-MIMIKA
ABIDON,Raja Ampat,0.8291168863672459,WS KAMUNDAN-SEBYAR
ABILA,Alor,0.5835478961327425,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABSIPIPOPO,Raja Ampat,2.857267218346724,WS KAMUNDAN-SEBYAR
ABSIPIPOPO PULAU,Raja Ampat,0.0004393250395059,WS KAMUNDAN-SEBYAR
ABUAWAL KOKAR,Alor,24.04737212735338,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABUMAMBORBI,Biak Numfor,0.0085538954944318,WS WAPOGA-MIMIKA
ABUSU,Konawe Selatan,2.5608584487342747,WS POLEANG-RORAYA
ACAI,Kota Jayapura,40.37618902108579,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ACEMO,Manokwari,4.904326469929205,WS KAMUNDAN-SEBYAR
ACEMO UTARA,Manokwari,1.5546084024076636,WS KAMUNDAN-SEBYAR
ADADIKAM,Biak Numfor,160.41395345208613,WS WAPOGA-MIMIKA
ADAKA,Konawe Selatan,8.02884027796842,WS POLEANG-RORAYA
ADANG,Paser,330.47082524540326,WS KENDILO
ADIBANG 1,Alor,1.1423708288765522,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 2,Alor,0.327710555540625,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 3,Alor,0.2634642488076789,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 4,Alor,0.2551589172582423,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADLI,Raja Ampat,0.0025932937459905,WS KAMUNDAN-SEBYAR
ADOKI 1,Biak Numfor,313.6317026617984,WS WAPOGA-MIMIKA
ADOKI 2,Biak Numfor,0.00052075472889,WS WAPOGA-MIMIKA
ADOKI 3,Biak Numfor,0.0007427207981029,WS WAPOGA-MIMIKA
ADOKI 4,Biak Numfor,0.0010880142477517,WS WAPOGA-MIMIKA
ADONARA 1,Flores Timur,0.9767212955983808,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADONARA 2,Flores Timur,0.612856809641714,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADORA,Fak Fak,2.11587699202918,WS OMBA
ADOWAI,Flores Timur,2.5507931163571373,WS FLORES
ADU,Lingga,0.0403121660391297,WS KEPULAUAN RIAU
ADU,Bima,0.0375355747924755,WS SUMBAWA
ADU KECIK,Lingga,0.0173099874206245,WS KEPULAUAN RIAU
ADU LAUT,Lingga,0.0020238349816073,WS KEPULAUAN RIAU
ADU SEDANG,Lingga,0.0077012269806666,WS KEPULAUAN RIAU
ADUWEI,Raja Ampat,3.8801362400467214,WS KAMUNDAN-SEBYAR
ADWIPI,Kepulauan Yapen,0.0172988112579213,WS WAPOGA-MIMIKA
AE DEO,Ende,2.849115349832287,WS FLORES
AE DEO 2,Ende,0.701846445010068,WS FLORES
AE KOKO,Nagekeo,1.7896516234595885,WS FLORES
AE LENGI,Ende,4.20754700941885,WS FLORES
AE MBUU 1,Ende,2.496634068441662,WS FLORES
AE MBUU 2,Ende,0.4801721547284797,WS FLORES
AE NAGANIONIBA,Ende,71.11398392787284,WS FLORES
AE NAGANIONIBA,Nagekeo,0.2633359262792964,WS FLORES
AE NANGAMERE,Nagekeo,62.224957400914825,WS FLORES
AE REKA,Ende,5.422428524474667,WS FLORES
AE RUJU,Ende,7.342604987496791,WS FLORES
AE SEMI,Nagekeo,5.266722644217628,WS FLORES
AE SEMI,Ngada,2.2334426754222654,WS FLORES
AE WATUSEWA,Ende,1.4543288401336212,WS FLORES
AEBARA,Ende,121.54619743139178,WS FLORES
AEBELA,Ende,1.853039515548276,WS FLORES
AEDAN,Parigi Moutong,13.913366709500115,WS RANDANGAN
AEJETI,Ende,10.046556268827851,WS FLORES
AEK INTAN,Kayong Utara,0.9348989868994666,WS PAWAN
AEK LALANG,Bengkulu Utara,17.261240744121633,WS SEBLAT-KETAHUN-LAIS
AEK NGURUH,Kayong Utara,2.392719034898405,WS PAWAN
AEK PANDAN,Tapanuli Tengah,71.44233514043344,WS SIBUNDONG-BATANG TORU
AEMUDA,Nagekeo,1.6910418539174104,WS FLORES
AEMUDA 2,Nagekeo,0.1178964600673787,WS FLORES
AENG TOWA,Gowa,13.554095675084143,WS JENEBERANG
AENG TOWA,Kota Makassar,1.8073590726873403,WS JENEBERANG
AENG TOWA,Takalar,9.05314766095333,WS JENEBERANG
AENGKOKAP,Sumenep,3.1940592852047915,WS KEPULAUAN MADURA
AEPAI,Ende,23.79890371298208,WS FLORES
AEREO,Timor Tengah Utara,3.590790384734493,WS BENAIN
AERGALE,Minahasa Selatan,1.0943793033060825,WS POIGAR-RANOYAPO
AERTEMBAGA,Kota Bitung,2.4316658334724077,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AESESA,Nagekeo,749.2563889949943,WS FLORES
AESESA,Ngada,499.09792955562,WS FLORES
AEWADU,Ende,7.215262090708129,WS FLORES
AEWANGO 1,Ende,0.1552531067690069,WS FLORES
AEWANGO 2,Ende,0.111871092223395,WS FLORES
AFA AFA,Kota Tidore Kepulauan,3.0746786491590363,WS HALMAHERA UTARA
AFU,Kaimana,3.2139090184096424,WS OMBA
AFUAFU,Kaimana,4.115151439561506,WS OMBA
AFULU,Nias Utara,36.56747047892092,WS NIAS
AGADIR,Raja Ampat,1.3801436127048996,WS KAMUNDAN-SEBYAR
AGAPE,Kota Manado,0.9674005653346004,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AGUNG,Situbondo,2.296123269762254,WS SAMPEAN-SETAIL
AGURMURIRU,Kaimana,8.85370738932443,WS OMBA
AHE,Nabire,0.0555300440780579,WS WAPOGA-MIMIKA
AHISESA,Kepulauan Sangihe,1.9383512859484628,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AHLAM,Raja Ampat,0.0021484935663446,WS KAMUNDAN-SEBYAR
AHLAN,Raja Ampat,14.343081230466298,WS KAMUNDAN-SEBYAR
AHU,Mamuju,36.23292845452854,WS KALUKKU-KARAMA
AHU-AHU,Mamuju,1.5740418599430086,WS KALUKKU-KARAMA
AHUNI,Mamuju,19.26321601551173,WS KALUKKU-KARAMA
AI BAI,Ende,33.98391546073069,WS FLORES
AIA BATUNG,Kota Padang,4.402391192229703,WS SILAUT-TARUSAN
AIA BATUNG,Pesisir Selatan,0.5579928351153631,WS SILAUT-TARUSAN
AIA CINDAKIR,Kota Padang,7.562303517874505,WS SILAUT-TARUSAN
AIA CINDAKIR,Pesisir Selatan,0.4299887572155657,WS SILAUT-TARUSAN
AIBAI,Kepulauan Yapen,0.0304101477174883,WS WAPOGA-MIMIKA
AIBAO,Flores Timur,2.388495199786614,WS FLORES
AIBARA,Kaimana,22.18806731238472,WS OMBA
AIBONDENI,Kepulauan Yapen,4.813304964857363,WS WAPOGA-MIMIKA
AIBONI,Timor Tengah Selatan,11.654353241546382,WS BENAIN
AIBORABONDI,Supiori,0.0027252835611494,WS WAPOGA-MIMIKA
AIBORO,Sumbawa Barat,7.978681135197584,WS SUMBAWA
AIDILA,Belu,1.1870265881668147,WS BENAIN
AIDIRA,Teluk Wondama,12.295814994879048,WS KAMUNDAN-SEBYAR
AIDIRA PULAU,Teluk Wondama,0.0004659028124587,WS KAMUNDAN-SEBYAR
AIDORA,Sumbawa,11.883832192239913,WS SUMBAWA
AIDUMA,Kaimana,15.82386077474004,WS OMBA
AIDURI,Sumbawa,9.074640630097443,WS SUMBAWA
AIE KAREN,Pesisir Selatan,3.1415997496607826,WS SILAUT-TARUSAN
AIKAMPAT,Lombok Timur,153.95381911881438,WS LOMBOK
AIKANGKUNG,Sumbawa Barat,4.924930589064262,WS SUMBAWA
AIKAWAPUKA,Mimika,0.0023260997503996,WS WAPOGA-MIMIKA
AIKETIMIS,Sumbawa,6.327756364666048,WS SUMBAWA
AILANCONG,Sumbawa,3.669095563139384,WS SUMBAWA
AILU,Raja Ampat,0.0019840148836688,WS KAMUNDAN-SEBYAR
AILUPPA,Kepulauan Mentawai,1.7100186771146983,WS ANAI-SIBERUT-PAGAI-SIPORA
AIMERAH,Kaimana,17.09368803710631,WS OMBA
AIMUMIL,Sumbawa,4.25217022741216,WS SUMBAWA
AIMUN,Kaimana,0.7757468095581346,WS OMBA
AIMUN PULAU 1,Kaimana,0.0043391123193015,WS OMBA
AIMUN PULAU 2,Kaimana,0.0249350735288759,WS OMBA
AIMUN PULAU 3,Kaimana,0.0031746558701533,WS OMBA
AIMUN PULAU 4,Kaimana,0.0024405275433177,WS OMBA
AIMUN PULAU 5,Kaimana,0.0019171017431728,WS OMBA
AIMUN PULAU 6,Kaimana,0.0008288767207907,WS OMBA
AIMUN PULAU 7,Kaimana,0.0004126194046743,WS OMBA
AIMUN PULAU 8,Kaimana,0.0095302992762269,WS OMBA
AIMUN PULAU 9,Kaimana,0.0073051090575375,WS OMBA
AINGBUTON,Sumenep,4.9218739748366085,WS KEPULAUAN MADURA
AIPANAN,Sumbawa,4.4058447997789765,WS SUMBAWA
AIPELAM,Sumbawa,6.70630746666202,WS SUMBAWA
AIPIRI,Manokwari,10.578855811230618,WS KAMUNDAN-SEBYAR
AIR ANGKE,Bangka Barat,5.606197349885482,WS BANGKA
AIR ASAM,Belitung Timur,9.31057513730122,WS BELITUNG
AIR ASEMTUMBANG,Bangka Selatan,3.190789159764888,WS BANGKA
AIR BATU,Lingga,0.0392166480962763,WS KEPULAUAN RIAU
AIR BATU ITAM,Aceh Selatan,5.370402042260042,WS BARU-KLUET
AIR BAWAH,Bintan,0.0010437321128873,WS KEPULAUAN RIAU
AIR BAYAN,Bangka Selatan,41.35416496899705,WS BANGKA
AIR BERI,Lombok Utara,1.0967279258321954,WS LOMBOK
AIR BERUDANG,Aceh Selatan,1.6267608743463375,WS BARU-KLUET
AIR BESAR,Buru Selatan,0.8875322332620492,WS BURU
AIR BESAR,Bintan,0.0095971172042183,WS KEPULAUAN RIAU
AIR BESAR,Fak Fak,39.81632532924817,WS OMBA
AIR BESAR,Kaimana,6.885624169410117,WS OMBA
AIR BINI,Kepulauan Anambas,4.13617512481369,WS KEPULAUAN RIAU
AIR BULIN,Belitung,2.491400030772758,WS BELITUNG
AIR BULUH,Bangka Selatan,2.0590433433068065,WS BANGKA
AIR BULUH,Muko Muko,125.97695112595494,WS TERAMANG-MUAR
AIR DINGIN,Kota Padang,132.05263636619955,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR DINGIN,Padang Pariaman,0.1541849807374296,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR DINGIN,Solok,0.7541211921297282,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR DINGIN,Aceh Selatan,1.5070576929149142,WS BARU-KLUET
AIR GUNUNGMESIR,Bengkulu Selatan,20.61956166751224,WS BENGKULU-ALAS-TALO
AIR GUNUNGMESIR,Seluma,106.27268316870789,WS BENGKULU-ALAS-TALO
AIR HAJI,Pesisir Selatan,404.6727007656243,WS SILAUT-TARUSAN
AIR HAJI,Solok Selatan,0.1670495272077201,WS SILAUT-TARUSAN
AIR HITAM,Muaro Jambi,742.8852958809824,WS BATANGHARI
AIR HITAM,Musi Banyuasin,96.24548310848712,WS BATANGHARI
AIR HITAM,Tanjung Jabung Timur,790.3871175712949,WS BATANGHARI
AIR HITAM BESAR,Ketapang,1600.4353350648626,WS JELAI-KENDAWANGAN
AIR HITAM KECIL,Ketapang,800.6737306017219,WS JELAI-KENDAWANGAN
AIR JATUH,Buleleng,7.285499299410477,WS BALI-PENIDA
AIR JELUTUNG,Bangka Selatan,6.068225588000386,WS BANGKA
AIR JERUK,Pandeglang,0.390307405920167,WS CIBALIUNG-CISAWARNA
AIR JOHOR,Kota Batam,0.0046536282195953,WS KEPULAUAN RIAU
AIR KANDIS,Bangka Barat,14.23212423462771,WS BANGKA
AIR KANDIS,Belitung,6.670743815317048,WS BELITUNG
AIR KARANG,Situbondo,4.155199431123769,WS SAMPEAN-SETAIL
AIR KECIK,Bintan,0.0037935158850914,WS KEPULAUAN RIAU
AIR KECIL,Lingga,0.0052626134278351,WS KEPULAUAN RIAU
AIR KECIL,Fak Fak,4.549332245275957,WS OMBA
AIR KELADI,Belitung,8.185222056894766,WS BELITUNG
AIR KELADI,Belitung Timur,3.9192152466691086,WS BELITUNG
AIR KELADI,Kota Batam,0.0102439831296542,WS KEPULAUAN RIAU
AIR KULAH,Lingga,2.444402653217798,WS KEPULAUAN RIAU
AIR KULAH ATAS,Lingga,0.0025718837076089,WS KEPULAUAN RIAU
AIR KULAH BARAT LAUT,Lingga,0.0031358925893939,WS KEPULAUAN RIAU
AIR KULAH BAWAH,Lingga,0.0011117956905685,WS KEPULAUAN RIAU
AIR LEU,Seram Bagian Barat,2.587379230331892,WS AMBON-SERAM
AIR LINGGA,Lingga,0.0053018362259538,WS KEPULAUAN RIAU
AIR LUHUTBAN,Seram Bagian Barat,3.884153822399132,WS AMBON-SERAM
AIR LUMPUR,Belitung,3.0987963533789173,WS BELITUNG
AIR MAKUNI,Donggala,39.954620972265744,WS PALU-LARIANG
AIR MAKUNI,Parigi Moutong,0.372454271099096,WS PALU-LARIANG
AIR MANG,Belitung Timur,2.384432010189899,WS BELITUNG
AIR MANGGA,Halmahera Selatan,11.639420063270853,WS KEPULAUAN SULA-OBI
AIR MANGGABONGKO,Seram Bagian Barat,8.337449450622643,WS AMBON-SERAM
AIR MANIS,Kota Padang,1.846855970510308,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR MANIS PIAMAN,Padang Pariaman,0.3093207785902491,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR MASAWOI,Seram Bagian Barat,4.853901987771526,WS AMBON-SERAM
AIR MENTIGI,Belitung,3.1193136656697367,WS BELITUNG
AIR MERANG,Belitung,1.386628840139793,WS BELITUNG
AIR NAMAI,Seram Bagian Barat,3.035119247166345,WS AMBON-SERAM
AIR NIBUNG,Bangka Selatan,68.78769177602346,WS BANGKA
AIR NIBUNG,Bangka Tengah,94.12721519195593,WS BANGKA
AIR NIPAH,Bangka,4.063024216263416,WS BANGKA
AIR PADANG,Ogan Komering Ilir,168.24952076272805,WS MUSI-BANYUASIN-LEMAU
AIR PALA,Bangka Tengah,3.1732251728461653,WS BANGKA
AIR PANJUPIAN,Aceh Selatan,16.3411393105367,WS BARU-KLUET
AIR PELANCENG,Bangka Selatan,6.922051740141824,WS BANGKA
AIR PELAWAN,Belitung,1.4084880738824177,WS BELITUNG
AIR PINANG,Aceh Selatan,5.966828290719635,WS BARU-KLUET
AIR PINANG,Simeulue,14.410038479150064,WS WOYLA-BATEE-SIMEULUE
AIR PINANG 2,Simeulue,5.383327458128063,WS WOYLA-BATEE-SIMEULUE
AIR PUTIH,Bangka,1.5539743579275265,WS BANGKA
AIR PUTIH,Kepulauan Anambas,3.235934670793808,WS KEPULAUAN RIAU
AIR PUTIH,Ogan Komering Ilir,32.994657885909795,WS MUSI-BANYUASIN-LEMAU
AIR RAJA,Kota Batam,0.2421139714611324,WS KEPULAUAN RIAU
AIR RAJA BAKAU,Kota Batam,0.0018573177032903,WS KEPULAUAN RIAU
AIR RAJA SELATAN,Kota Batam,0.0001799868177876,WS KEPULAUAN RIAU
AIR RAJA TENGAH,Kota Batam,0.0002570822911174,WS KEPULAUAN RIAU
AIR RAJA UTARA,Kota Batam,0.0005002883425542,WS KEPULAUAN RIAU
AIR RAMI,Bengkulu Utara,2.4609189913478184,WS TERAMANG-MUAR
AIR RAMI,Muko Muko,191.59486962422395,WS TERAMANG-MUAR
AIR RENDANG,Bangka,19.20177624310705,WS BANGKA
AIR RUSA,Belitung Timur,1.7578103696356286,WS BELITUNG
AIR SAMALA,Seram Bagian Barat,1.686195544324684,WS AMBON-SERAM
AIR SELATI,Seram Bagian Barat,32.10021203815347,WS AMBON-SERAM
AIR SINTU,Lombok Timur,2.8946103194065285,WS LOMBOK
AIR SOLE,Seram Bagian Barat,6.432122045492467,WS AMBON-SERAM
AIR SUGE,Belitung,9.82762474424663,WS BELITUNG
AIR SUNDA,Lingga,2.769811438379137,WS KEPULAUAN RIAU
AIR TARUM BESAR,Bangka Selatan,55.64294302793832,WS BANGKA
AIR TAWABI,Seram Bagian Barat,1.5885043640557437,WS AMBON-SERAM
AIR TAWAR,Kepulauan Meranti,35.8376706433851,WS BENGKALIS-MERANTI
AIR TENGOH GLEE,Aceh Selatan,1.210059519671707,WS BARU-KLUET
AIR TIBA,Kaimana,25.62820207565963,WS OMBA
AIR TIRIS,Bangka Selatan,1.69481161650682,WS BANGKA
AIR TOBOALI,Bangka Selatan,28.90198345662335,WS BANGKA
AIR TONU,Seram Bagian Barat,1.7838213674834482,WS AMBON-SERAM
AIR TUMIE LHOK,Aceh Selatan,8.121970119876574,WS BARU-KLUET
AIR TUNGKENG,Belitung Timur,1.969248597221522,WS BELITUNG
AIR WALIAT,Seram Bagian Barat,5.619438163419681,WS AMBON-SERAM
AIRASUK,Kepulauan Anambas,2.779897513897584,WS KEPULAUAN RIAU
AIRBAJO,Kota Bitung,0.6331211871675588,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRBAJO PULAU,Kota Bitung,7.382920844127181e-05,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRBAJO PULAU 2,Kota Bitung,0.0004774542250492,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRERAT,Flores Timur,1.6261333929591837,WS FLORES
AIRMAMA BEANG,Alor,47.62118333256489,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AIRMESI,Lingga,0.7425783401897322,WS KEPULAUAN RIAU
AIRPANAS,Alor,23.22765859293547,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AIRPRANG,Kota Bitung,1.66928354452378,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG PULAU 1,Kota Bitung,0.0004520173721968,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG PULAU 2,Kota Bitung,0.0005926515988735,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG SATU,Kota Bitung,1.9512323262724995,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG TIGA,Kota Bitung,0.4243079240196367,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AISAU 1,Kepulauan Yapen,10.319785673471824,WS WAPOGA-MIMIKA
AISAU 2,Kepulauan Yapen,7.078312898789391,WS WAPOGA-MIMIKA
AITERAS,Sumbawa,4.350165043856275,WS SUMBAWA
AIWAPI BESAR,Kepulauan Yapen,0.0016316471567699,WS WAPOGA-MIMIKA
AIWAPI KECIL,Kepulauan Yapen,0.000800803474801,WS WAPOGA-MIMIKA
AIWENIA,Kaimana,6.297999598412496,WS OMBA
AIYAMADA,Kaimana,5.470469908951888,WS OMBA
AJAP,Bintan,0.653124629031127,WS KEPULAUAN RIAU
AJI RADEN,Kota Balikpapan,22.490302046613778,WS MAHAKAM
AJIDAN,Kotabaru,4.533231104477866,WS CENGAL-BATULICIN
AJIDAN  ATAS,Kotabaru,2.5364558973522806,WS CENGAL-BATULICIN
AJIDAN  BAWAH,Kotabaru,3.9066687048186624,WS CENGAL-BATULICIN
AJKE LEMO KECIL,Halmahera Selatan,2.341284920775994,WS HALMAHERA SELATAN
AJWAH,Fak Fak,2.871439468753957,WS OMBA
AJWAH BARAT,Fak Fak,1.1637213781370834,WS OMBA
AKALTOK,Alor,4.406852051255511,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AKAR,Lingga,0.027463733059224,WS KEPULAUAN RIAU
AKAR,Lombok Utara,3.197762924857809,WS LOMBOK
AKAR,Mimika,30.66582300801816,WS WAPOGA-MIMIKA
AKAR CEMAGA,Natuna,0.0012022550872381,WS KEPULAUAN RIAU
AKAR PANJANG,Kota Batam,0.0013155190029224,WS KEPULAUAN RIAU
AKAT,Karimun,2.6458504027519822,WS KEPULAUAN RIAU
AKAT,Lingga,0.007632594389612,WS KEPULAUAN RIAU
AKAT KECIL,Lingga,0.0021916516951548,WS KEPULAUAN RIAU
AKE ABU,Halmahera Utara,20.684034022039643,WS HALMAHERA UTARA
AKE ABU KECIL,Halmahera Utara,0.9862112995277004,WS HALMAHERA UTARA
AKE ADA,Kota Tidore Kepulauan,1.680496699512246,WS HALMAHERA SELATAN
AKE AFU,Halmahera Timur,14.90600632483417,WS HALMAHERA SELATAN
AKE AHAMABOBANE,Halmahera Selatan,4.274531959010466,WS HALMAHERA SELATAN
AKE AIRUDANG,Halmahera Selatan,22.208456481762024,WS KEPULAUAN SULA-OBI
AKE AKU IRIAN KECIL,Pulau Morotai,1.8041171179761024,WS HALMAHERA UTARA
AKE ALAM KENANGA RUBE-RUBE,Halmahera Selatan,1.9951547156157707,WS KEPULAUAN SULA-OBI
AKE ALAMKENANGA,Halmahera Selatan,2.9937204675838425,WS KEPULAUAN SULA-OBI
AKE ALAMPELITA,Halmahera Selatan,2.9716495002648857,WS KEPULAUAN SULA-OBI
AKE ALAMPELITA KECIL,Halmahera Selatan,1.2742808435467032,WS KEPULAUAN SULA-OBI
AKE ALI,Halmahera Selatan,3.386283332600214,WS HALMAHERA SELATAN
AKE AMAOBOKECIL,Halmahera Selatan,2.859510281727238,WS HALMAHERA SELATAN
AKE AMASING,Halmahera Selatan,159.0334339479519,WS HALMAHERA SELATAN
AKE ANDAWIT,Halmahera Selatan,8.415957604092103,WS HALMAHERA SELATAN
AKE ANGGAI,Halmahera Selatan,49.35588770001952,WS KEPULAUAN SULA-OBI
AKE ARA,Halmahera Barat,7.869688371804889,WS HALMAHERA UTARA
AKE ARU,Pulau Morotai,17.124707061627408,WS HALMAHERA UTARA
AKE ARU GALELA,Halmahera Utara,60.54036346512967,WS HALMAHERA UTARA
AKE ARU IRIAN,Pulau Morotai,1.5707382084546246,WS HALMAHERA UTARA
AKE ARU IRIAN SELATAN,Pulau Morotai,1.0453925474922168,WS HALMAHERA UTARA
AKE ARU IRIAN UTARA,Pulau Morotai,1.146224532982615,WS HALMAHERA UTARA
AKE ARUMAMANG,Halmahera Selatan,15.36857636975103,WS HALMAHERA SELATAN
AKE ARUMAMANG KECIL 1,Halmahera Selatan,2.481630054275069,WS HALMAHERA SELATAN
AKE ARUMAMANG KECIL 2,Halmahera Selatan,0.5097449504946183,WS HALMAHERA SELATAN
AKE ASMIRO,Halmahera Barat,0.0399661303891763,WS HALMAHERA UTARA
AKE ASMIRO,Halmahera Utara,20.406306303094635,WS HALMAHERA UTARA
AKE ASMIRO KECIL,Halmahera Utara,0.769236920652454,WS HALMAHERA UTARA
AKE ASMUT,Halmahera Tengah,141.8477317502159,WS HALMAHERA SELATAN
AKE ASMUT,Halmahera Timur,257.5923939560752,WS HALMAHERA SELATAN
AKE ATIA,Halmahera Tengah,1.952362309946322,WS HALMAHERA SELATAN
AKE ATOP,Halmahera Selatan,13.943190253654404,WS HALMAHERA SELATAN
AKE AWANGGO,Halmahera Selatan,8.236031929111801,WS HALMAHERA SELATAN
AKE AWIS,Halmahera Selatan,3.131145218635868,WS HALMAHERA SELATAN
AKE BABALA,Halmahera Selatan,2.8385593353215937,WS HALMAHERA SELATAN
AKE BABANG,Halmahera Selatan,2.562285606877816,WS HALMAHERA SELATAN
AKE BABOLI,Halmahera Selatan,0.8478585445510813,WS HALMAHERA SELATAN
AKE BABORENO,Halmahera Timur,20.92381309307128,WS HALMAHERA SELATAN
AKE BABURU,Halmahera Selatan,2.978428478977065,WS HALMAHERA SELATAN
AKE BAHU,Halmahera Selatan,2.3809737805022877,WS HALMAHERA SELATAN
AKE BAHU 1,Halmahera Selatan,1.4908447301440808,WS HALMAHERA SELATAN
AKE BAHU 2,Halmahera Selatan,2.5243893803815527,WS HALMAHERA SELATAN
AKE BAHU 3,Halmahera Selatan,1.4769595309772603,WS HALMAHERA SELATAN
AKE BAHU TANJUNG PEREMPUAN,Halmahera Selatan,3.1186085274442665,WS HALMAHERA SELATAN
AKE BAI,Kota Tidore Kepulauan,1.1118054715983878,WS HALMAHERA UTARA
AKE BAKULI,Halmahera Selatan,3.1657190657125374,WS HALMAHERA SELATAN
AKE BALAI,Halmahera Timur,4.2542157455656495,WS HALMAHERA SELATAN
AKE BALAI ATAS,Halmahera Timur,0.6424537027433694,WS HALMAHERA SELATAN
AKE BALAI BAWAH,Halmahera Timur,0.6244083945888742,WS HALMAHERA SELATAN
AKE BALIMBI BESAR,Halmahera Selatan,0.5128028997273087,WS HALMAHERA SELATAN
AKE BALIMBI KECIL,Halmahera Selatan,0.4087770039583361,WS HALMAHERA SELATAN
AKE BALIPOTA,Halmahera Selatan,19.00315737785512,WS HALMAHERA SELATAN
AKE BALISA,Halmahera Selatan,3.4422468035005456,WS HALMAHERA SELATAN
AKE BAM,Halmahera Selatan,1.037439428040142,WS HALMAHERA SELATAN
AKE BAMLI,Halmahera Selatan,2.19818145728889,WS HALMAHERA SELATAN
AKE BANEURI BESAR,Halmahera Tengah,0.7525435954820786,WS HALMAHERA SELATAN
AKE BANEURI KECIL,Halmahera Tengah,0.6146534258217111,WS HALMAHERA SELATAN
