WS,NAMOBJ,luas_km2
WS LIMBOTO BOLANGO-BONE,Buol,24.445397764817898
WS LIMBOTO BOLANGO-BONE,Gorontalo,1135.8412702940664
WS LIMBOTO BOLANGO-BONE,Gorontalo Utara,1476.9509183130476
WS LIMBOTO BOLANGO-BONE,Kota Gorontalo,70.93294629669745
WS LIMBOTO BOLANGO-BONE,Pohuwato,0.3435744383529246
WS LOMBOK,Kota Mataram,60.42409366446872
WS LOMBOK,Lombok Barat,923.0579598833672
WS LOMBOK,Lombok Tengah,1169.5218708309433
WS LOMBOK,Lombok Timur,1606.3502669809027
WS LOMBOK,Lombok Utara,811.1889940590773
WS MAHAKAM,Barito Utara,126.6140350718018
WS MAHAKAM,Berau,0.4225546675555354
WS MAHAKAM,Kalimantan Timur,3.795387282913538
WS MAHAKAM,Kapuas Hulu,2.153330133711869
WS MAHAKAM,Kota Balikpapan,509.2617944989119
WS MAHAKAM,Kota Samarinda,716.7833108099162
WS MAHAKAM,Kutai Barat,13572.084124142011
WS MAHAKAM,Kutai Kartanegara,25714.652021301605
WS MAHAKAM,Kutai Timur,15469.256915032822
WS MAHAKAM,Mahakam Ulu,18451.90542782365
WS MAHAKAM,Malinau,4537.061559063233
WS MAHAKAM,Murung Raya,26.16588246131401
WS MAHAKAM,Paser,2956.1622967726307
WS MAHAKAM,Penajam Paser Utara,3193.954691100405
WS MASANG-PASAMAN,Agam,1251.2990243052973
WS MASANG-PASAMAN,Kota Bukittinggi,7.446539673266898
WS MASANG-PASAMAN,Lima Puluh Kota,49.926905570100494
WS MASANG-PASAMAN,Mandailing Natal,35.386197019907044
WS MASANG-PASAMAN,Pasaman,1085.4683212343734
WS MASANG-PASAMAN,Pasaman Barat,3179.2475824816606
WS MASANG-PASAMAN,Tanah Datar,0.0345823236730665
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Intan Jaya,3536.980369778927
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Jayapura,14081.992635629606
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Jayawijaya,68.20057931494703
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Keerom,9526.315359536806
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Kota Jayapura,835.1425099165542
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Lanny Jaya,0.6432642929079491
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Mamberamo Raya,26487.00881907596
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Mamberamo Tengah,4072.931463970688
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Paniai,0.537625559753464
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Pegunungan Bintang,8834.067616693303
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Puncak,6348.152696395321
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Puncak Jaya,5835.553881640015
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Sarmi,14068.347645234277
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Tolikara,2951.523208743974
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Waropen,2803.441786454044
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Yahukimo,5841.403049931758
WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI,Yalimo,3122.67937337822
WS MEMPAWAH,Bengkayang,728.8191658018709
WS MEMPAWAH,Kota Singkawang,183.0897319825823
WS MEMPAWAH,Landak,1082.7216989068293
WS MEMPAWAH,Mempawah,1252.5791419568386
WS MENTAYA-KATINGAN,Gunung Mas,331.31569519139947
WS MENTAYA-KATINGAN,Katingan,18900.538150205302
WS MENTAYA-KATINGAN,Kota Palangkaraya,69.78915252163694
WS MENTAYA-KATINGAN,Kotawaringin Timur,15056.67207221354
WS MENTAYA-KATINGAN,Melawi,0.7499058068118477
WS MENTAYA-KATINGAN,Pulang Pisau,153.72345224825003
WS MENTAYA-KATINGAN,Seruyan,227.8341771892672
WS MENTAYA-KATINGAN,Sintang,5.761577368319901
WS MESUJI-TULANG BAWANG,Lampung Barat,769.4435302306186
WS MESUJI-TULANG BAWANG,Lampung Tengah,37.02051009151399
WS MESUJI-TULANG BAWANG,Lampung Utara,2150.654301614622
WS MESUJI-TULANG BAWANG,Mesuji,2200.4137352424773
WS MESUJI-TULANG BAWANG,Ogan Komering Ilir,4304.278108944271
WS MESUJI-TULANG BAWANG,Ogan Komering Ulu Selatan,170.18424226966513
WS MESUJI-TULANG BAWANG,Ogan Komering Ulu Timur,172.38775842022764
WS MESUJI-TULANG BAWANG,Tanggamus,1.3110849340955748
WS MESUJI-TULANG BAWANG,Tulang Bawang,2412.6111831263934
WS MESUJI-TULANG BAWANG,Tulang Bawang Barat,1182.9114857041368
WS MESUJI-TULANG BAWANG,Way Kanan,3485.0219662082795
WS MUNA,Bombana,804.5023242276096
WS MUNA,Buton Tengah,836.9286886256933
WS MUNA,Muna,1418.7228943230105
WS MUNA,Muna Barat,818.3205666141035
WS MUSI-BANYUASIN-LEMAU,Banyuasin,12262.738724636023
WS MUSI-BANYUASIN-LEMAU,Batanghari,969.7150819033766
WS MUSI-BANYUASIN-LEMAU,Bengkulu Selatan,0.2392419860184337
WS MUSI-BANYUASIN-LEMAU,Bengkulu Tengah,489.3382194090993
WS MUSI-BANYUASIN-LEMAU,Bengkulu Utara,30.35771969216152
WS MUSI-BANYUASIN-LEMAU,Empat Lawang,2231.1724853092314
WS MUSI-BANYUASIN-LEMAU,Kaur,5.2829436053251415
WS MUSI-BANYUASIN-LEMAU,Kepahiang,737.939794393043
WS MUSI-BANYUASIN-LEMAU,Kota Jambi,1.7922344257272764
WS MUSI-BANYUASIN-LEMAU,Kota Lubuk Linggau,367.725655894107
WS MUSI-BANYUASIN-LEMAU,Kota Pagar Alam,613.317122529723
WS MUSI-BANYUASIN-LEMAU,Kota Palembang,352.5229757986431
WS MUSI-BANYUASIN-LEMAU,Kota Prabumulih,447.311161669356
WS MUSI-BANYUASIN-LEMAU,Lahat,3843.4644127560646
WS MUSI-BANYUASIN-LEMAU,Lampung Barat,243.83473702316263
WS MUSI-BANYUASIN-LEMAU,Lebong,14.000402296733093
WS MUSI-BANYUASIN-LEMAU,Merangin,0.0101046201871499
WS MUSI-BANYUASIN-LEMAU,Muara Enim,6755.954672608527
WS MUSI-BANYUASIN-LEMAU,Muaro Jambi,1466.1887749402845
WS MUSI-BANYUASIN-LEMAU,Musi Banyuasin,14453.52221818576
WS MUSI-BANYUASIN-LEMAU,Musi Rawas,6115.795533472178
WS MUSI-BANYUASIN-LEMAU,Musi Rawas Utara,5879.951623417763
WS MUSI-BANYUASIN-LEMAU,Ogan Ilir,2302.857919094449
WS MUSI-BANYUASIN-LEMAU,Ogan Komering Ilir,12759.835900995678
WS MUSI-BANYUASIN-LEMAU,Ogan Komering Ulu,3774.4969235803537
WS MUSI-BANYUASIN-LEMAU,Ogan Komering Ulu Selatan,3779.845294120013
WS MUSI-BANYUASIN-LEMAU,Ogan Komering Ulu Timur,3240.328413077709
WS MUSI-BANYUASIN-LEMAU,Penukal Abab Lematang Ilir,1842.563216384074
WS MUSI-BANYUASIN-LEMAU,Pesisir Barat,8.405600130198758
WS MUSI-BANYUASIN-LEMAU,Rejang Lebong,1520.4098174416945
WS MUSI-BANYUASIN-LEMAU,Sarolangun,375.8932150332444
WS MUSI-BANYUASIN-LEMAU,Seluma,7.15312527899514
WS MUSI-BANYUASIN-LEMAU,Tanjung Jabung Timur,264.5216554184074
WS MUSI-BANYUASIN-LEMAU,Way Kanan,37.09172902162767
WS NASAL-PADANG GUCI-ENGGANO,Bengkulu Selatan,1197.043853722584
WS NASAL-PADANG GUCI-ENGGANO,Bengkulu Utara,398.2589033991854
WS NASAL-PADANG GUCI-ENGGANO,Empat Lawang,0.6381825992089358
WS NASAL-PADANG GUCI-ENGGANO,Kaur,2603.267723426173
WS NASAL-PADANG GUCI-ENGGANO,Kota Pagar Alam,12.596015768784437
WS NASAL-PADANG GUCI-ENGGANO,Lahat,488.101957002098
WS NASAL-PADANG GUCI-ENGGANO,Muara Enim,7.956978406265296
WS NASAL-PADANG GUCI-ENGGANO,Ogan Komering Ulu Selatan,417.3095922947423
WS NASAL-PADANG GUCI-ENGGANO,Pesisir Barat,58.06175774728638
WS NASAL-PADANG GUCI-ENGGANO,Seluma,12.238154837321956
WS NIAS,Kota Gunungsitoli,208.68440288881996
WS NIAS,Nias,902.395096774351
WS NIAS,Nias Barat,462.5281766912109
WS NIAS,Nias Selatan,1326.6648058124658
WS NIAS,Nias Utara,1237.155316197365
WS NOELMINA,Kota Kupang,159.33404015712424
WS NOELMINA,Kupang,5136.510073440551
WS NOELMINA,Rote Ndao,1286.3869701974502
WS NOELMINA,Sabu Raijua,460.9565899497896
WS NOELMINA,Timor Tengah Selatan,2146.7346366750107
WS NOELMINA,Timor Tengah Utara,179.89202614407645
WS OMBA,Dogiyai,1557.8994045631714
WS OMBA,Fak Fak,9616.615051405142
WS OMBA,Kaimana,17642.59720361619
WS OMBA,Mimika,1168.065138187241
WS OMBA,Nabire,2396.634740116373
WS OMBA,Teluk Bintuni,558.5022252047721
WS OMBA,Teluk Wondama,3303.44524865697
WS PAGUYAMAN,Boalemo,1830.50319441418
WS PAGUYAMAN,Gorontalo,1024.522419600601
WS PAGUYAMAN,Gorontalo Utara,2.5011809976818395
WS PAGUYAMAN,Pohuwato,640.5711189465416
WS PALU-LARIANG,Donggala,3510.4488686870864
WS PALU-LARIANG,Kota Palu,356.33457716929115
WS PALU-LARIANG,Luwu Utara,1259.6692088414395
WS PALU-LARIANG,Mamuju Tengah,0.0976957574716662
WS PALU-LARIANG,Parigi Moutong,19.481885637503023
WS PALU-LARIANG,Pasangkayu,1628.185195805116
WS PALU-LARIANG,Poso,2562.6287958140315
WS PALU-LARIANG,Sigi,5141.642250818967
WS PASEE-PEUSANGAN,Aceh Tengah,1268.1076329544792
WS PASEE-PEUSANGAN,Aceh Utara,1935.8419392630287
WS PASEE-PEUSANGAN,Bener Meriah,832.5249562725952
WS PASEE-PEUSANGAN,Bireuen,1632.0223449667103
WS PASEE-PEUSANGAN,Kota Lhokseumawe,132.96067617796533
WS PASEE-PEUSANGAN,Nagan Raya,18.719560157030678
WS PASEE-PEUSANGAN,Pidie,27.840545002209076
WS PAWAN,Kayong Utara,2062.636471825489
WS PAWAN,Ketapang,15667.59596119089
WS PAWAN,Lamandau,0.5435388453760716
WS PAWAN,Melawi,45.904602115967656
WS PAWAN,Sekadau,260.0614708727733
WS PAWAN,Sintang,0.2800850634444685
WS PEMALI-COMAL,Banjarnegara,3.003302810568118
WS PEMALI-COMAL,Banyumas,1.914482768877492
WS PEMALI-COMAL,Batang,542.6840435245458
WS PEMALI-COMAL,Brebes,1174.299504947982
WS PEMALI-COMAL,Cilacap,1.2127042247208288
WS PEMALI-COMAL,Kota Pekalongan,46.19981150417301
WS PEMALI-COMAL,Kota Tegal,39.074614335483545
WS PEMALI-COMAL,Kuningan,0.171754089375117
WS PEMALI-COMAL,Pekalongan,890.3000637510434
WS PEMALI-COMAL,Pemalang,1133.7344590150694
WS PEMALI-COMAL,Purbalingga,4.198161209748693
WS PEMALI-COMAL,Tegal,983.9010536416424
WS PENGABUAN-LAGAN,Batanghari,18.05819777284513
WS PENGABUAN-LAGAN,Indragiri Hilir,173.93397950500938
WS PENGABUAN-LAGAN,Muaro Jambi,153.61623123655556
WS PENGABUAN-LAGAN,Tanjung Jabung Barat,5467.8643566250485
WS PENGABUAN-LAGAN,Tanjung Jabung Timur,1129.9032441639774
WS PENGABUAN-LAGAN,Tebo,18.539383478435123
WS POIGAR-RANOYAPO,Bolaang Mongondow,136.24280499791928
WS POIGAR-RANOYAPO,Bolaang Mongondow Timur,32.79793259130446
WS POIGAR-RANOYAPO,Kota Tomohon,119.04471792685692
WS POIGAR-RANOYAPO,Minahasa,329.02774846678415
WS POIGAR-RANOYAPO,Minahasa Selatan,1453.695301902836
WS POIGAR-RANOYAPO,Minahasa Selatan/Bolaang Mongondwo Timur,6.528132146446096
WS POIGAR-RANOYAPO,Minahasa Tenggara,260.7078863505295
WS POLEANG-RORAYA,Bombana,2141.085580590252
WS POLEANG-RORAYA,Kolaka,164.9256181136809
WS POLEANG-RORAYA,Kolaka Timur,479.7361197302488
WS POLEANG-RORAYA,Konawe,80.02632795896784
WS POLEANG-RORAYA,Konawe Kepulauan,705.7110088816067
WS POLEANG-RORAYA,Konawe Selatan,3529.9043035924337
WS POLEANG-RORAYA,Kota Kendari,227.72551323834367
WS POLEANG-RORAYA,Muna,27.82248228419317
WS POLEANG-RORAYA,Muna Barat,0.3810245252572117
WS POSO-PUNA-SAUSU,Donggala,1.1748213903288791
WS POSO-PUNA-SAUSU,Kota Palu,0.0159853998300442
WS POSO-PUNA-SAUSU,Luwu Timur,78.04498346293168
WS POSO-PUNA-SAUSU,Luwu Utara,185.7382130778761
WS POSO-PUNA-SAUSU,Morowali Utara,232.1179001663185
WS POSO-PUNA-SAUSU,Parigi Moutong,2097.8981923466376
WS POSO-PUNA-SAUSU,Poso,4280.50666816473
WS POSO-PUNA-SAUSU,Sigi,63.50077420104472
WS POSO-PUNA-SAUSU,Tojo Una Una,1755.2358711695074
WS PROGO-OPAK-SERANG,Bantul,511.7064513033227
WS PROGO-OPAK-SERANG,Boyolali,32.69254507722891
WS PROGO-OPAK-SERANG,Gunungkidul,1397.9596952409877
WS PROGO-OPAK-SERANG,Klaten,38.1467820267031
WS PROGO-OPAK-SERANG,Kota Magelang,18.558258587744977
WS PROGO-OPAK-SERANG,Kota Yogyakarta,32.81906252552923
WS PROGO-OPAK-SERANG,Kulon Progo,545.1960540795294
WS PROGO-OPAK-SERANG,Magelang,1095.5657795327304
WS PROGO-OPAK-SERANG,Purworejo,4.742653355122955
WS PROGO-OPAK-SERANG,Semarang,29.8823880137502
WS PROGO-OPAK-SERANG,Sleman,567.5626145357136
WS PROGO-OPAK-SERANG,Sukoharjo,0.2308820975442428
WS PROGO-OPAK-SERANG,Temanggung,566.2638658560768
WS PROGO-OPAK-SERANG,Wonogiri,145.62360563954024
WS PROGO-OPAK-SERANG,Wonosobo,3.679930670226859
WS PULAU LAUT,Kotabaru,2357.640196027572
WS RANDANGAN,Buol,5.517956995201455
WS RANDANGAN,Gorontalo Utara,0.0227379274112479
WS RANDANGAN,Parigi Moutong,238.65956300813525
WS RANDANGAN,Pohuwato,3727.691571580876
WS RAWA,Pelalawan,810.9137962543276
WS RAWA,Siak,1498.1090780466118
WS ROKAN,Bengkalis,1395.982085540813
WS ROKAN,Kampar,61.94554681519006
WS ROKAN,Kota Dumai,1986.6980247076276
WS ROKAN,Labuhanbatu Selatan,599.9697771816544
WS ROKAN,Lima Puluh Kota,3.668181400923945
WS ROKAN,Mandailing Natal,249.2101108402729
WS ROKAN,Padang Lawas,2103.9182271781888
WS ROKAN,Padang Lawas Utara,539.3147407853975
WS ROKAN,Pasaman,2257.934117938385
WS ROKAN,Pasaman Barat,0.0962161139334093
WS ROKAN,Rokan Hilir,6250.516223657805
WS ROKAN,Rokan Hulu,6704.413428531164
WS ROKAN,Siak,12.8424736731582
WS SADDANG,Barru,1190.370939940139
WS SADDANG,Bone,47.39324219657525
WS SADDANG,Enrekang,1176.1229775695815
WS SADDANG,Kota Makassar,0.1396742630724417
WS SADDANG,Kota Palopo,0.0336849973051295
WS SADDANG,Kota Parepare,89.67037164475025
WS SADDANG,Luwu,0.5809147704098717
WS SADDANG,Mamasa,1573.3352873728156
WS SADDANG,Mamuju,3.1913804384030056
WS SADDANG,Maros,185.01030587526597
WS SADDANG,Pangkajene Dan Kepulauan,801.4599058511827
WS SADDANG,Pinrang,1895.2336221766927
WS SADDANG,Polewali Mandar,43.39483037583373
WS SADDANG,Sidenreng Rappang,337.8935545513763
WS SADDANG,Soppeng,28.2556138370766
WS SADDANG,Tana Toraja,2006.3040693238456
WS SADDANG,Toraja Utara,930.4664792894404
WS SAMBAS,Bengkayang,4551.1266853593615
WS SAMBAS,Kota Singkawang,367.0971778983871
WS SAMBAS,Landak,76.47407585531052
WS SAMBAS,Sambas,5933.356968832268
WS SAMBAS,Sanggau,0.0322728992546538
WS SAMPEAN-SETAIL,Banyuwangi,1689.6397261961863
WS SAMPEAN-SETAIL,Bondowoso,1503.375067470077
WS SAMPEAN-SETAIL,Jember,34.967233676140644
WS SAMPEAN-SETAIL,Probolinggo,8.843097854507453
WS SAMPEAN-SETAIL,Situbondo,1627.8713984015155
WS SEBLAT-KETAHUN-LAIS,Bengkulu Tengah,27.915173748313816
WS SEBLAT-KETAHUN-LAIS,Bengkulu Utara,4048.107575754833
WS SEBLAT-KETAHUN-LAIS,Lebong,1650.1171500844166
WS SEBLAT-KETAHUN-LAIS,Merangin,0.7441264764427997
WS SEBLAT-KETAHUN-LAIS,Muko Muko,23.96031910611798
WS SEBLAT-KETAHUN-LAIS,Musi Rawas,6.792221903794102
WS SEBLAT-KETAHUN-LAIS,Musi Rawas Utara,2.3162101717598222
WS SEBLAT-KETAHUN-LAIS,Rejang Lebong,39.00901650969496
WS SEMAKA,Lampung Barat,1082.1616742026151
WS SEMAKA,Lampung Selatan,66.18271827354639
WS SEMAKA,Ogan Komering Ulu Selatan,1.9129052765094317
WS SEMAKA,Pesawaran,431.493692909086
WS SEMAKA,Pesisir Barat,2873.130790937387
WS SEMAKA,Pringsewu,0.2637862816521646
WS SEMAKA,Tanggamus,1866.4949084270163
WS SEPUTIH-SEKAMPUNG,Kota Bandar Lampung,183.7450993811144
WS SEPUTIH-SEKAMPUNG,Kota Metro,73.21404964504912
WS SEPUTIH-SEKAMPUNG,Lampung Barat,12.552847419086884
WS SEPUTIH-SEKAMPUNG,Lampung Selatan,2160.68289258878
WS SEPUTIH-SEKAMPUNG,Lampung Tengah,4522.549124834356
WS SEPUTIH-SEKAMPUNG,Lampung Timur,3860.552590979669
WS SEPUTIH-SEKAMPUNG,Lampung Utara,518.6498255382259
WS SEPUTIH-SEKAMPUNG,Pesawaran,856.5057317420673
WS SEPUTIH-SEKAMPUNG,Pringsewu,616.9283377201432
WS SEPUTIH-SEKAMPUNG,Tanggamus,1079.7865073050716
WS SEPUTIH-SEKAMPUNG,Tulang Bawang,703.4512977772861
WS SEPUTIH-SEKAMPUNG,Tulang Bawang Barat,74.17612032467702
WS SERAYU-BOGOWONTO,Banjarnegara,1140.1908998427004
WS SERAYU-BOGOWONTO,Banyumas,1333.861705706442
WS SERAYU-BOGOWONTO,Batang,1.537282997104128
WS SERAYU-BOGOWONTO,Brebes,10.638322664918896
WS SERAYU-BOGOWONTO,Cilacap,601.7445004128444
WS SERAYU-BOGOWONTO,Kebumen,1334.0995975489398
WS SERAYU-BOGOWONTO,Kendal,0.1232731810098037
WS SERAYU-BOGOWONTO,Kulon Progo,32.02775709740985
WS SERAYU-BOGOWONTO,Magelang,33.84637235277495
WS SERAYU-BOGOWONTO,Pekalongan,2.613626620206113
WS SERAYU-BOGOWONTO,Pemalang,3.6766936003205006
WS SERAYU-BOGOWONTO,Purbalingga,801.5583437190447
WS SERAYU-BOGOWONTO,Purworejo,1077.2226009850683
WS SERAYU-BOGOWONTO,Temanggung,1.188178102100104
WS SERAYU-BOGOWONTO,Wonosobo,1006.2807353285584
WS SERUYAN,Katingan,112.09233303840878
WS SERUYAN,Kotawaringin Barat,667.7912833194358
WS SERUYAN,Kotawaringin Timur,487.1523154041327
WS SERUYAN,Lamandau,33.70846782736557
WS SERUYAN,Melawi,2.002258994984248
WS SERUYAN,Seruyan,13731.4292167822
WS SESAYAP,Bulungan,724.0400574004132
WS SESAYAP,Kota Tarakan,250.9777463066126
WS SESAYAP,Malinau,11388.044951733556
WS SESAYAP,Nunukan,13562.662389407516
WS SESAYAP,Tana Tidung,3504.1482173334502
WS SIAK,Bengkalis,3578.789950245063
WS SIAK,Kampar,3644.765659959394
WS SIAK,Kota Dumai,72.9147363827747
WS SIAK,Kota Pekanbaru,593.0092209307293
WS SIAK,Pelalawan,27.299717288142386
WS SIAK,Rokan Hulu,951.9114669243108
WS SIAK,Siak,5684.676513029031
WS SIBUNDONG-BATANG TORU,Humbang Hasundutan,816.9010710548802
WS SIBUNDONG-BATANG TORU,Kota Sibolga,11.471042164543649
WS SIBUNDONG-BATANG TORU,Mandailing Natal,195.73803334197632
WS SIBUNDONG-BATANG TORU,Sumatera Utara,1.451045387012243
WS SIBUNDONG-BATANG TORU,Tapanuli Selatan,1518.7536451471212
WS SIBUNDONG-BATANG TORU,Tapanuli Tengah,1962.829659864965
WS SIBUNDONG-BATANG TORU,Tapanuli Utara,2825.1659473616223
WS SILAUT-TARUSAN,Kerinci,451.9917109527757
WS SILAUT-TARUSAN,Kota Padang,53.70605587118606
WS SILAUT-TARUSAN,Kota Sungai Penuh,212.1634978828308
WS SILAUT-TARUSAN,Muko Muko,41.20735984411906
WS SILAUT-TARUSAN,Pesisir Selatan,6029.225184254706
WS SILAUT-TARUSAN,Solok,220.16487023114263
WS SILAUT-TARUSAN,Solok Selatan,3.4389729920391106
WS SILAUT-TARUSAN,Sumatera Barat,0.596322280955553
WS SINGKIL-TAPUS-SIRAGIAN,Aceh Barat Daya,0.0803671531674557
WS SINGKIL-TAPUS-SIRAGIAN,Aceh Selatan,548.745681323889
WS SINGKIL-TAPUS-SIRAGIAN,Aceh Singkil,1852.8233906775097
WS SINGKIL-TAPUS-SIRAGIAN,Aceh Tenggara,3194.4887765887547
WS SINGKIL-TAPUS-SIRAGIAN,Dairi,1928.184696112938
WS SINGKIL-TAPUS-SIRAGIAN,Gayo Lues,988.8898595676288
WS SINGKIL-TAPUS-SIRAGIAN,Humbang Hasundutan,1156.912430349937
WS SINGKIL-TAPUS-SIRAGIAN,Indonesia,0.0070684054685373
WS SINGKIL-TAPUS-SIRAGIAN,Karo,807.5134543992053
WS SINGKIL-TAPUS-SIRAGIAN,Kota Subulussalam,1151.4484477668518
WS SINGKIL-TAPUS-SIRAGIAN,Langkat,6.428294247809873
WS SINGKIL-TAPUS-SIRAGIAN,Pakpak Bharat,1365.6073558826035
WS SINGKIL-TAPUS-SIRAGIAN,Samosir,273.5415838689632
WS SINGKIL-TAPUS-SIRAGIAN,Tapanuli Tengah,345.5324909438566
WS SUMBA,Sumba Barat,757.4076387383989
WS SUMBA,Sumba Barat Daya,1383.3122424860574
WS SUMBA,Sumba Tengah,1789.6587178073771
WS SUMBA,Sumba Timur,6983.804619033506
WS SUMBAWA,Bima,4215.587823229745
WS SUMBAWA,Dompu,2281.75195094052
WS SUMBAWA,Kota Bima,207.74962654885752
WS SUMBAWA,Sumbawa,6655.917188202091
WS SUMBAWA,Sumbawa Barat,1743.5798895502835
WS TAMIANG-LANGSA,Aceh Tamiang,2106.7983681975097
WS TAMIANG-LANGSA,Aceh Tengah,52.22922663217521
WS TAMIANG-LANGSA,Aceh Tenggara,15.282802671845722
WS TAMIANG-LANGSA,Aceh Timur,2022.955343574978
WS TAMIANG-LANGSA,Gayo Lues,1828.255335980267
WS TAMIANG-LANGSA,Kota Langsa,224.22022570949943
WS TAMIANG-LANGSA,Langkat,35.88312863180129
WS TERAMANG-MUAR,Bengkulu Utara,5.267568546431663
WS TERAMANG-MUAR,Kerinci,335.36559333655583
WS TERAMANG-MUAR,Lebong,1.2260104442332285
WS TERAMANG-MUAR,Merangin,869.5775609136787
WS TERAMANG-MUAR,Muko Muko,4073.509768655711
WS TERAMANG-MUAR,Pesisir Selatan,13.289136111777331
WS TEUNOM-LAMBEUSO,Aceh Barat,112.0787945317761
WS TEUNOM-LAMBEUSO,Aceh Besar,50.42014182151179
WS TEUNOM-LAMBEUSO,Aceh Jaya,3742.950295179745
WS TEUNOM-LAMBEUSO,Pidie,1297.40225013421
WS TEUNOM-LAMBEUSO,Pidie Jaya,1.4606707589914578
WS TOARI-LASUSUA,Bombana,348.00559958281224
WS TOARI-LASUSUA,Kolaka,2787.5482281521413
WS TOARI-LASUSUA,Kolaka Timur,453.9148581983502
WS TOARI-LASUSUA,Kolaka Utara,2074.859239675455
WS TOARI-LASUSUA,Luwu Timur,68.02235737848022
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Bolaang Mongondow Timur,0.1130751154826148
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kep. Siau Tagulandang Biaro,216.4119591201903
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kepulauan Sangihe,595.6253183413336
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kepulauan Talaud,1011.640754493888
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kota Bitung,329.72297169641
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kota Manado,162.2885235699518
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Kota Tomohon,50.01972321467687
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Minahasa,799.4143919148629
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Minahasa Tenggara,470.3266257867225
WS TONDANO-SANGIHE-TALAUD-MIANGAS,Minahasa Utara,995.4534647947368
WS WAMPU-BESITANG,Aceh Tamiang,80.78391586552706
WS WAMPU-BESITANG,Aceh Tenggara,16.83665424625726
WS WAMPU-BESITANG,Dairi,0.0895876271577649
WS WAMPU-BESITANG,Deli Serdang,66.08173994914814
WS WAMPU-BESITANG,Gayo Lues,1.8755116477875808
WS WAMPU-BESITANG,Karo,1276.1827458952553
WS WAMPU-BESITANG,Kota Binjai,63.05143041880834
WS WAMPU-BESITANG,Langkat,5915.147690076982
WS WAMPU-BESITANG,Simalungun,116.479927546439
WS WAPOGA-MIMIKA,Biak Numfor,2255.25567798266
WS WAPOGA-MIMIKA,Deiyai,2408.6007369747504
WS WAPOGA-MIMIKA,Dogiyai,2235.028743230765
WS WAPOGA-MIMIKA,Intan Jaya,1796.1747497319757
WS WAPOGA-MIMIKA,Kaimana,6.041880523620288
WS WAPOGA-MIMIKA,Kepulauan Yapen,2429.0299970390133
WS WAPOGA-MIMIKA,Mamberamo Raya,1555.2755647941856
WS WAPOGA-MIMIKA,Mimika,4389.77462792898
WS WAPOGA-MIMIKA,Nabire,9409.450114054098
WS WAPOGA-MIMIKA,Paniai,4629.15865665604
WS WAPOGA-MIMIKA,Puncak,309.6734698345163
WS WAPOGA-MIMIKA,Supiori,660.5045712484025
WS WAPOGA-MIMIKA,Waropen,7975.324964280853
WS WELANG-PEKALEN,Jember,23.64416635120346
WS WELANG-PEKALEN,Kota Batu,0.3789494389151263
WS WELANG-PEKALEN,Kota Pasuruan,38.99568793277605
WS WELANG-PEKALEN,Kota Probolinggo,54.67556182682723
WS WELANG-PEKALEN,Lumajang,70.72979568810625
WS WELANG-PEKALEN,Malang,78.97558772575482
WS WELANG-PEKALEN,Pasuruan,1120.423337708064
WS WELANG-PEKALEN,Probolinggo,1646.6058413494995
WS WELANG-PEKALEN,Situbondo,25.355537614779475
WS WISO-GELIS,Jepara,600.7002196285048
WS WISO-GELIS,Kudus,0.030705054500992
WS WISO-GELIS,Pati,55.81115806564896
WS WOYLA-BATEE-SIMEULUE,Aceh Barat,2670.794212270296
WS WOYLA-BATEE-SIMEULUE,Aceh Barat Daya,1464.4939425328796
WS WOYLA-BATEE-SIMEULUE,Aceh Jaya,118.19074301538566
WS WOYLA-BATEE-SIMEULUE,Aceh Tengah,1200.8839921673575
WS WOYLA-BATEE-SIMEULUE,Bireuen,6.546764381333097
WS WOYLA-BATEE-SIMEULUE,Gayo Lues,2302.7280056573763
WS WOYLA-BATEE-SIMEULUE,Nagan Raya,3505.426297731044
WS WOYLA-BATEE-SIMEULUE,Pidie,442.88250311597074
