NAMA_DAS,WADMPR,luas_km2,nama_ws_induk
PULAU SIBITTI,Sumatera Barat,0.0120198861980435,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIBOKHOI,Sumatera Barat,0.030066801702988,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIBU,Maluku Utara,0.0778300903499699,WS HALMAHERA SELATAN
PULAU SIBUAK,Papua Barat,0.0013377579048006,WS OMBA
PULAU SIBUNTA,Sumatera Barat,0.0131521878580104,WS SILAUT-TARUSAN
PULAU SIBUNTAR GADANG,Sumatera Barat,0.0181061677799754,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIBUNTAR KETEK,Sumatera Barat,0.0059462692899918,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIBURU,Sumatera Barat,5.157569979931441,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIDANGA BATANGA,Maluku Utara,1.478599467581138,WS HALMAHERA UTARA
PULAU SIDANGA KECIL,Maluku Utara,0.0520523955684538,WS HALMAHERA UTARA
PULAU SIDANGA KECIL SELATAN,Maluku Utara,0.0044483121523569,WS HALMAHERA SELATAN
PULAU SIDANGA KECIL TIMUR,Maluku Utara,0.0002119248364531,WS HALMAHERA SELATAN
PULAU SIDANGAN BATANGA KECIL,Maluku Utara,0.0014037177592092,WS HALMAHERA UTARA
PULAU SIDO,Lampung,0.0067327270484628,WS SEPUTIH-SEKAMPUNG
PULAU SIDU,Sulawesi Tengah,0.0536731901910365,WS KEPULAUAN BANGGAI
PULAU SIDULAN BESAR,Jawa Timur,3.2848921656663737,WS KEPULAUAN MADURA
PULAU SIDULAN KECIL,Jawa Timur,0.903941903951128,WS KEPULAUAN MADURA
PULAU SIDULAN KECIL BARAT,Jawa Timur,0.054082675330253,WS KEPULAUAN MADURA
PULAU SIDULAN UTARA,Jawa Timur,0.1364953771475089,WS KEPULAUAN MADURA
PULAU SIEN,Maluku,0.000493137405919,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIFE AIN,Maluku,0.0069237761661975,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIGENDING BESAR,Kalimantan Timur,1.4488835879100683,WS KARANGAN
PULAU SIGOGOA,Sumatera Barat,0.0031524662652936,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIGUNUNG,Jawa Timur,0.0703175968185192,WS BRANTAS
PULAU SIHENE'ASI,Sumatera Utara,0.3990031466537949,WS NIAS
PULAU SIHENE'ASI MOAWO,Sumatera Utara,0.6786725048003228,WS NIAS
PULAU SIJEBI,Lampung,0.7420354420462065,WS SEMAKA
PULAU SIJEBI 2,Lampung,0.0136458806374343,WS SEMAKA
PULAU SIJUK,Kepulauan Bangka Belitung,0.0021145840464134,WS BELITUNG
PULAU SIKA,Nusa Tenggara Timur,0.5319067573984784,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
PULAU SIKANDANG,Aceh,1.4931482598538972,WS SINGKIL-TAPUS-SIRAGIAN
PULAU SIKLOPO,Jawa Timur,0.0215344517405814,WS BRANTAS
PULAU SIKO,Maluku Utara,3.655163642046451,WS HALMAHERA SELATAN
PULAU SIKOIKOI,Maluku,0.0816111878171889,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIKUBOU,Sumatera Barat,0.2453154099683585,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SILAAR,Maluku,0.0368491262279883,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SILABU-LABU GADANG,Sumatera Utara,1.6900228138239402,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU GADANG KECIL 1,Sumatera Utara,0.000376643251757,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU GADANG KECIL 2,Sumatera Utara,0.0007320861639727,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU KECIL 1,Sumatera Utara,0.316061570616597,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU KECIL 2,Sumatera Utara,0.0048844765118817,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU KECIL 3,Sumatera Utara,0.0034198206898215,WS SIBUNDONG-BATANG TORU
PULAU SILABU-LABU KECIL 4,Sumatera Utara,0.0032183827345106,WS SIBUNDONG-BATANG TORU
PULAU SILIPGO BESAR,Papua Barat Daya,3.472625589790037,WS KAMUNDAN-SEBYAR
PULAU SILOINA,Sumatera Barat,0.0733314108608418,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SILOYANG,Maluku Utara,2.288490144028652,WS HALMAHERA SELATAN
PULAU SILOYANG KECIL,Maluku Utara,0.0053873815846112,WS HALMAHERA SELATAN
PULAU SIMA,Maluku,0.0108594373199624,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIMABORAI,Maluku,0.0055616962440043,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIMAILEPET,Sumatera Barat,0.1624017278878213,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIMAKAKKANG,Sumatera Barat,1.706406017552051,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIMANDAOLO KECIL,Sumatera Utara,0.007927120410051,WS NIAS
PULAU SIMANUS,Papua Barat,3.2724243438639173,WS OMBA
PULAU SIMANUS KECIL,Papua Barat,0.0016766893871055,WS OMBA
PULAU SIMASIT,Sumatera Barat,0.0078174774671766,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIMAULA,Sulawesi Tengah,0.0114625967172285,WS LAMBUNU-BUOL
PULAU SIMBANG,Kepulauan Bangka Belitung,0.0150456236501666,WS BANGKA
PULAU SIMBAR,Kalimantan Barat,0.0075275528659526,WS JELAI-KENDAWANGAN
PULAU SIMBASIMBA 1,Papua Barat,0.0022301246219849,WS OMBA
PULAU SIMIRA,Jawa Timur,0.0605856379520091,WS BRANTAS
PULAU SIMIRA KECIL,Jawa Timur,0.0020539079508222,WS BRANTAS
PULAU SIMOGALING,Sulawesi Tengah,0.1205780145467516,WS LAMBUNU-BUOL
PULAU SIMOK,Aceh,1.6524355796084955,WS SINGKIL-TAPUS-SIRAGIAN
PULAU SIMPUR,Riau,0.1657090556195331,WS BENGKALIS-MERANTI
PULAU SIMULBAS KECIL 1,Sumatera Utara,0.0074717760340939,WS SIBUNDONG-BATANG TORU
PULAU SIMULBAS KECIL 2,Sumatera Utara,0.0020611421942457,WS SIBUNDONG-BATANG TORU
PULAU SINABOI,Riau,4.2039508714086224,WS ROKAN
PULAU SINAI,Maluku,0.0068796155567695,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SINAN ABEN,Maluku,0.0274342027124798,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SINAN ABEN GWAU,Maluku,0.002771871025624,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SINANDA,Aceh,0.0097114474497737,WS SINGKIL-TAPUS-SIRAGIAN
PULAU SINAYRU,Sumatera Barat,0.0513252368754531,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SINDU,Lampung,0.0826802059326151,WS SEPUTIH-SEKAMPUNG
PULAU SINGA KECIL,Kalimantan Utara,0.0420329426262769,WS SESAYAP
PULAU SINGGAH,Maluku Utara,0.0135159503478309,WS HALMAHERA SELATAN
PULAU SINGGALATOGONG,Sulawesi Tengah,0.0023685051486215,WS KEPULAUAN BANGGAI
PULAU SINTA,Sulawesi Tengah,0.0239059230377663,WS LAMBUNU-BUOL
PULAU SIOKONA,Maluku Utara,0.0243394046657093,WS HALMAHERA UTARA
PULAU SIOMANG,Sumatera Barat,2.329277872854367,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIPOINENG,Sumatera Barat,0.0070268465893978,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIPONGO,Maluku Utara,0.0756065629811324,WS HALMAHERA SELATAN
PULAU SIRANDAH,Sumatera Barat,0.1463366571803671,WS SILAUT-TARUSAN
PULAU SIRAP,Jawa Timur,0.0021859092024144,WS BRANTAS
PULAU SIRBEL,Maluku,0.0229615103030143,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRIDAUN,Maluku Utara,0.0184523236208548,WS HALMAHERA SELATAN
PULAU SIRIDNU,Papua Barat,0.0642516402929728,WS OMBA
PULAU SIRJOIR,Maluku,0.0010585609861578,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRLAU,Maluku,0.0702699181233976,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRLAWI,Maluku,0.0779827801532064,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRNAI,Maluku,0.7715381377752337,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRNAM,Maluku,0.0798479660209568,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIROMBO,Sumatera Utara,0.1107398551505584,WS NIAS
PULAU SIRONJONG,Sumatera Barat,0.0896081908474633,WS SILAUT-TARUSAN
PULAU SIRONJONG GADANG,Sumatera Barat,0.0014303229489927,WS SILAUT-TARUSAN
PULAU SIRPAPA,Maluku,0.0075577059583149,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRSIR,Maluku,1.398631718379941,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRTUI,Maluku,0.0016361014416869,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRUAMATA,Sumatera Barat,7.843793170603912,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIRWAKU,Maluku,0.018639956210148,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SIRWAY,Maluku,0.4566843845202374,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SISI,Papua Barat Daya,1.0071334262273148,WS KAMUNDAN-SEBYAR
PULAU SISIBERUT,Papua Barat Daya,0.3576346031249119,WS KAMUNDAN-SEBYAR
PULAU SISILAUT,Papua Barat Daya,0.2052387099706794,WS KAMUNDAN-SEBYAR
PULAU SISIMUK,Papua Barat Daya,0.5190619549689991,WS KAMUNDAN-SEBYAR
PULAU SISIMUK KECIL,Papua Barat Daya,0.0518955261155669,WS KAMUNDAN-SEBYAR
PULAU SISRUI,Jawa Timur,0.0187064828469029,WS BRANTAS
PULAU SISRUI KECIL,Jawa Timur,0.0011034662104966,WS BRANTAS
PULAU SISSIE,Papua Barat Daya,0.1881686500979302,WS KAMUNDAN-SEBYAR
PULAU SITABAN BARAT,Sumatera Utara,2.730175636860601,WS SIBUNDONG-BATANG TORU
PULAU SITANG,Sulawesi Tengah,0.0071457884679466,WS KEPULAUAN BANGGAI
PULAU SITDIMPOL,Papua Barat Daya,0.0170407490876611,WS KAMUNDAN-SEBYAR
PULAU SITEUT,Sumatera Barat,0.1987207685909704,WS ANAI-SIBERUT-PAGAI-SIPORA
PULAU SIUMAT 1,Aceh,3.939934124430649,WS WOYLA-BATEE-SIMEULUE
PULAU SIUMAT 2,Aceh,0.0131035744922641,WS WOYLA-BATEE-SIMEULUE
PULAU SIUMAT 3,Aceh,0.0089025861291325,WS WOYLA-BATEE-SIMEULUE
PULAU SIUNCAL,Lampung,3.3303794459289167,WS SEMAKA
PULAU SIVIVI,Maluku,0.0002814639577672,WS AMBON-SERAM
PULAU SIWA,Maluku,0.1396625148217606,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SKABON SELATAN,Papua Barat Daya,0.0534217071987652,WS KAMUNDAN-SEBYAR
PULAU SKOALA 1,Sulawesi Selatan,0.0284570469595179,WS SADDANG
PULAU SKOALA 2,Sulawesi Selatan,0.0021357759504394,WS SADDANG
PULAU SKOALA 3,Sulawesi Selatan,0.0023885128782006,WS SADDANG
PULAU SLEGUK,Jawa Timur,0.0100826966667347,WS BRANTAS
PULAU SLOTON,Maluku Utara,0.0274432513553618,WS HALMAHERA SELATAN
PULAU SO,Maluku Utara,0.0071139808414823,WS HALMAHERA SELATAN
PULAU SO,Papua Barat Daya,0.0252638203425473,WS KAMUNDAN-SEBYAR
PULAU SO WAKOLEMBO,Nusa Tenggara Barat,0.0102682382594671,WS SUMBAWA
PULAU SOATEBE 1,Sulawesi Utara,0.0008719853110697,WS TONDANO-SANGIHE-TALAUD-MIANGAS
PULAU SOBRAIN,Papua Barat Daya,0.0438491012940998,WS KAMUNDAN-SEBYAR
PULAU SOGILAGA,Maluku Utara,0.0304018339180547,WS HALMAHERA UTARA
PULAU SOKI,Maluku Utara,0.0555845268923376,WS HALMAHERA SELATAN
PULAU SOKOMAHO,Maluku Utara,0.0409206177871683,WS HALMAHERA SELATAN
PULAU SOLOHUM,Maluku Utara,0.0150534205005777,WS HALMAHERA UTARA
PULAU SOLOHUM KECIL,Maluku Utara,0.0004143813579158,WS HALMAHERA UTARA
PULAU SOLOHUM KECIL 1,Maluku Utara,0.0022175314403172,WS HALMAHERA UTARA
PULAU SOLOHUM UTARA,Maluku Utara,0.0019543210051292,WS HALMAHERA UTARA
PULAU SOLONGAN,Sulawesi Tengah,0.0098311433750122,WS KEPULAUAN BANGGAI
PULAU SOLONGAN 2,Sulawesi Tengah,0.0071621507756924,WS KEPULAUAN BANGGAI
PULAU SOMAMAHO,Maluku Utara,0.0179448007373104,WS HALMAHERA SELATAN
PULAU SOMARWAINTUBUN UTARA,Maluku,0.0002056938560235,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SOMASAF,Papua Barat Daya,0.0078320875425738,WS KAMUNDAN-SEBYAR
PULAU SOMBOKORO,Papua Barat,1.0391381285707009,WS KAMUNDAN-SEBYAR
PULAU SOMBORI,Sulawesi Tengah,0.1460266812452943,WS LAA-TAMBALAKO
PULAU SOMBORI 2,Sulawesi Tengah,0.0176057596429053,WS LAA-TAMBALAKO
PULAU SOMENGSILI,Maluku Utara,0.0072029574566982,WS HALMAHERA SELATAN
PULAU SONDANG,Sulawesi Tengah,0.0129622039829959,WS KEPULAUAN BANGGAI
PULAU SONGO,Nusa Tenggara Timur,0.0039566052978227,WS FLORES
PULAU SONGOLUNGUN,Sulawesi Tengah,0.0353330324674172,WS KEPULAUAN BANGGAI
PULAU SONIT 1,Sulawesi Tengah,12.053883089647334,WS KEPULAUAN BANGGAI
PULAU SONIT 2,Sulawesi Tengah,0.7738521287403225,WS KEPULAUAN BANGGAI
PULAU SONIT 3,Sulawesi Tengah,0.1471215258460057,WS KEPULAUAN BANGGAI
PULAU SONIT 4,Sulawesi Tengah,0.0045071159060468,WS KEPULAUAN BANGGAI
PULAU SONIT 5,Sulawesi Tengah,0.0021523000881219,WS KEPULAUAN BANGGAI
PULAU SONIT 6,Sulawesi Tengah,0.0037647589424009,WS KEPULAUAN BANGGAI
PULAU SONYIHA,Maluku Utara,0.003535400588037,WS HALMAHERA SELATAN
PULAU SOPA,Papua Barat Daya,0.00363824523455,WS KAMUNDAN-SEBYAR
PULAU SORKAM,Sumatera Utara,0.1946321541388235,WS SIBUNDONG-BATANG TORU
PULAU SOSARA,Maluku Utara,0.1495214112501413,WS HALMAHERA SELATAN
PULAU SOSARI,Jawa Timur,0.1017246531538917,WS BRANTAS
PULAU SOSARI KECIL,Jawa Timur,0.0002649026433394,WS BRANTAS
PULAU SOSEPE,Maluku Utara,0.3501643123458951,WS HALMAHERA SELATAN
PULAU SOSEPE KECIL,Maluku Utara,0.1306683040168616,WS HALMAHERA SELATAN
PULAU SOSOAT,Sulawesi Tengah,0.011460386039864,WS KEPULAUAN BANGGAI
PULAU SOSOAT 1,Sulawesi Tengah,0.0249245598319754,WS KEPULAUAN BANGGAI
PULAU SOSOAT 10,Sulawesi Tengah,0.0197850984614739,WS KEPULAUAN BANGGAI
PULAU SOSOAT 2,Sulawesi Tengah,0.0029567681412353,WS KEPULAUAN BANGGAI
PULAU SOSOAT 3,Sulawesi Tengah,0.0132582005311056,WS KEPULAUAN BANGGAI
PULAU SOSOAT 4,Sulawesi Tengah,0.0079071386795085,WS KEPULAUAN BANGGAI
PULAU SOSOAT 5,Sulawesi Tengah,0.0060668816607047,WS KEPULAUAN BANGGAI
PULAU SOSOAT 6,Sulawesi Tengah,0.0055397040335043,WS KEPULAUAN BANGGAI
PULAU SOSOAT 7,Sulawesi Tengah,0.0045777616805245,WS KEPULAUAN BANGGAI
PULAU SOSOAT 8,Sulawesi Tengah,0.0040234148134028,WS KEPULAUAN BANGGAI
PULAU SOSOAT 9,Sulawesi Tengah,0.0021234850941016,WS KEPULAUAN BANGGAI
PULAU SOSOLAT,Maluku Utara,0.0060470611540192,WS HALMAHERA SELATAN
PULAU SOSOLAT KECIL SELATAN,Maluku Utara,0.0019259443696086,WS HALMAHERA SELATAN
PULAU SOSOLAT KECIL UTARA,Maluku Utara,0.0003247189578897,WS HALMAHERA SELATAN
PULAU SOSOMON,Sulawesi Tengah,0.0123808264790993,WS BONGKA-MANTAWA
PULAU SOWONG,Sulawesi Tengah,0.0098312027987602,WS KEPULAUAN BANGGAI
PULAU SOYIL,Papua Barat Daya,0.0067654535478739,WS KAMUNDAN-SEBYAR
PULAU SRIBU BESAR,Kalimantan Timur,1.2860701030722976,WS KARANGAN
PULAU SRIBU TIMUR,Kalimantan Timur,0.6716583789594895,WS KARANGAN
PULAU SRIBU UTARA,Kalimantan Timur,0.5364665487464187,WS KARANGAN
PULAU START,Papua Barat Daya,0.0170561972274028,WS KAMUNDAN-SEBYAR
PULAU SUA,Maluku,0.0457287482766941,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SUAK BABI,Lampung,0.0186897982992797,WS SEMAKA
PULAU SUAK KECIL 1,Lampung,0.0012784868766816,WS SEMAKA
PULAU SUAK KECIL 2,Lampung,6.729553535720788e-05,WS SEMAKA
PULAU SUAK KECIL 3,Lampung,0.0012271471402216,WS SEMAKA
PULAU SUAK KECIL 4,Lampung,0.0003611049142992,WS SEMAKA
PULAU SUAK KECIL 5,Lampung,6.613732198847693e-05,WS SEMAKA
PULAU SUAK KECIL 6,Lampung,1.8982293735493094e-05,WS SEMAKA
PULAU SUAKARYA KECIL,Kepulauan Bangka Belitung,0.001382280248369,WS BANGKA
PULAU SUANGGI,Maluku,0.0917070414498459,WS AMBON-SERAM
PULAU SUANGGI,Nusa Tenggara Timur,0.0600244382859362,WS FLORES
PULAU SUANGGI,Nusa Tenggara Timur,0.0287141934050498,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
PULAU SUANGGI 2,Nusa Tenggara Timur,0.0101388538012294,WS FLORES
PULAU SUBANG,Aceh,0.0019987198406413,WS SINGKIL-TAPUS-SIRAGIAN
PULAU SUJALE 1,Lampung,0.0041160302177129,WS SEMAKA
PULAU SUJALE 2,Lampung,0.0039858023861552,WS SEMAKA
PULAU SUJALE 3,Lampung,0.0012046823657734,WS SEMAKA
PULAU SUJALE 4,Lampung,0.0006508837398146,WS SEMAKA
PULAU SUJALE 5,Lampung,0.0004231631375493,WS SEMAKA
PULAU SUJALE 6,Lampung,0.0001352361352137,WS SEMAKA
PULAU SUJALE 7,Lampung,0.0001044339367521,WS SEMAKA
PULAU SUJALE 8,Lampung,5.3787716187884434e-05,WS SEMAKA
PULAU SUJAYAGUNDI 1,Lampung,0.0058292526770073,WS SEMAKA
PULAU SUJAYAGUNDI 2,Lampung,0.0017841339555981,WS SEMAKA
PULAU SUJAYAGUNDI 3,Lampung,0.0001129525320557,WS SEMAKA
PULAU SUJAYAGUNDI 4,Lampung,0.0001006839817684,WS SEMAKA
PULAU SUJAYAGUNDI 5,Lampung,7.525419538560127e-05,WS SEMAKA
PULAU SUJAYAGUNDI 6,Lampung,3.3260418803289435e-05,WS SEMAKA
PULAU SUJAYAGUNDI 7,Lampung,1.2641540392989864e-05,WS SEMAKA
PULAU SUJAYAGUNDI 8,Lampung,7.011303327180385e-06,WS SEMAKA
PULAU SUKA DAMAI,Gorontalo,0.0121688500495597,WS RANDANGAN
PULAU SUKA DAMAI ATAS,Gorontalo,0.0231222482722388,WS RANDANGAN
PULAU SUKAMANDI,Lampung,0.0102622911996562,WS SEMAKA
PULAU SUKELER,Maluku,0.4457531051941472,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SUKUN,Kepulauan Bangka Belitung,0.0420415919947042,WS BELITUNG
PULAU SULEBE KECIL,Maluku Utara,0.0002014972866062,WS HALMAHERA UTARA
PULAU SULEH,Jawa Timur,0.0069931568675263,WS BRANTAS
PULAU SULEMAN 1,Nusa Tenggara Timur,0.2846017744706628,WS FLORES
PULAU SULEMAN 2,Nusa Tenggara Timur,0.160917979482136,WS FLORES
PULAU SULEMAN 3,Nusa Tenggara Timur,0.0051747280823148,WS FLORES
PULAU SULPUKATSA,Papua Barat Daya,0.0092973967976589,WS KAMUNDAN-SEBYAR
PULAU SULPUKATSA SELATAN,Papua Barat Daya,0.0005736558776594,WS KAMUNDAN-SEBYAR
PULAU SULPUKATSA TIMUR,Papua Barat Daya,0.0013592268198679,WS KAMUNDAN-SEBYAR
PULAU SULPUKFAT,Papua Barat Daya,0.0085266884848766,WS KAMUNDAN-SEBYAR
PULAU SULPUKLIM,Papua Barat Daya,0.0053599841832344,WS KAMUNDAN-SEBYAR
PULAU SULPUKLU,Papua Barat Daya,0.0068611820845408,WS KAMUNDAN-SEBYAR
PULAU SULPUKTOL,Papua Barat Daya,0.0039431665530925,WS KAMUNDAN-SEBYAR
PULAU SULPUKWONOM,Papua Barat Daya,0.0081606225655388,WS KAMUNDAN-SEBYAR
PULAU SULU,Maluku Utara,0.0110792169029654,WS HALMAHERA UTARA
PULAU SUMALATA KECIL,Gorontalo,0.0005581600233406,WS LIMBOTO BOLANGO-BONE
PULAU SUMANGA KAYYANG,Sulawesi Barat,0.0468177430226122,WS KALUKKU-KARAMA
PULAU SUMANGA MARINNI,Sulawesi Barat,0.0060145441342375,WS KALUKKU-KARAMA
PULAU SUMANGGA,Nusa Tenggara Timur,0.089809947062247,WS FLORES
PULAU SUMBER MANIS 1,Jawa Timur,0.0083439755838076,WS BRANTAS
PULAU SUMBER MANIS 2,Jawa Timur,0.00289188800917,WS BRANTAS
PULAU SUMBER MANIS 3,Jawa Timur,0.0024582813246891,WS BRANTAS
PULAU SUMBER MANIS 4,Jawa Timur,0.0021297732089581,WS BRANTAS
PULAU SUMBER MANJING KECIL 1,Jawa Timur,0.0063196452669981,WS BRANTAS
PULAU SUMBER MANJING KECIL 2,Jawa Timur,0.0026543110403961,WS BRANTAS
PULAU SUMBERAGUNG,Kalimantan Timur,0.1239748369368307,WS KARANGAN
PULAU SUMBERAGUNG KECIL,Kalimantan Timur,0.0317748942321969,WS KARANGAN
PULAU SUMBERDUREN,Jawa Timur,0.0002801327734682,WS BRANTAS
PULAU SUMKUBU,Maluku Utara,0.1623920507818206,WS HALMAHERA SELATAN
PULAU SUMPAPO,Papua Barat Daya,0.0021118807808218,WS KAMUNDAN-SEBYAR
PULAU SUN,Maluku,0.0209073078905255,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
PULAU SUNAM,Maluku Utara,0.059113340354781,WS HALMAHERA SELATAN
PULAU SUNGAI BALOK,Kepulauan Bangka Belitung,0.0008165451714838,WS BELITUNG
PULAU SUNGAI MARIDAN,Kalimantan Timur,0.0145972609109353,WS MAHAKAM
PULAU SUNGAILAUT,Riau,0.0118962017651129,WS INDRAGIRI
PULAU SUNMALELE,Papua Barat Daya,0.0444032845617691,WS KAMUNDAN-SEBYAR
PULAU SUNMALELEATSA,Papua Barat Daya,0.0357067086370416,WS KAMUNDAN-SEBYAR
PULAU SUNMALELEFAT,Papua Barat Daya,0.006824995463091,WS KAMUNDAN-SEBYAR
PULAU SUNMALELEFIT,Papua Barat Daya,0.036354576294303,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFA,Papua Barat Daya,0.0108630288823866,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFALU,Papua Barat Daya,0.0201508496961486,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAIFAT,Papua Barat Daya,0.0093563792569231,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAIFIT,Papua Barat Daya,0.0055510486002853,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAILIM,Papua Barat Daya,0.0124527859715457,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAILU,Papua Barat Daya,0.0421505766819413,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAISA,Papua Barat Daya,0.0242807244306599,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAITOL,Papua Barat Daya,0.0147947375451033,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAITOL KECIL,Papua Barat Daya,0.0014533661830371,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAIWAL,Papua Barat Daya,0.0087917242447523,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELAFAMAIWONOM,Papua Barat Daya,0.0067228940704991,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELIM,Papua Barat Daya,0.0507093505740019,WS KAMUNDAN-SEBYAR
PULAU SUNMALELELULAFAMAISI,Papua Barat Daya,0.0151496307399053,WS KAMUNDAN-SEBYAR
PULAU SUNMALELESI,Papua Barat Daya,0.0108845125819052,WS KAMUNDAN-SEBYAR
PULAU SUNMALELETOL,Papua Barat Daya,0.0847546297952243,WS KAMUNDAN-SEBYAR
PULAU SUNMALELEWAL,Papua Barat Daya,0.0174403631272196,WS KAMUNDAN-SEBYAR
PULAU SUNMALELEWONOM,Papua Barat Daya,0.052019713595834,WS KAMUNDAN-SEBYAR
PULAU SUNUK,Kepulauan Bangka Belitung,0.0164952471749721,WS BELITUNG
PULAU SUNUK SELATAN,Kepulauan Bangka Belitung,0.0023224721782481,WS BELITUNG
PULAU SUPANGIT,Sulawesi Tengah,0.0698601698477662,WS KEPULAUAN BANGGAI
PULAU SURANGGANIT,Papua Barat,0.0005242791292591,WS OMBA
PULAU SUREN BARAT 1,Jawa Timur,0.0105492316959344,WS BRANTAS
PULAU SUREN BARAT 2,Jawa Timur,0.0009278625290079,WS BRANTAS
PULAU SUREN BARAT 3,Jawa Timur,0.0004253908560519,WS BRANTAS
PULAU SUSNU,Papua Barat,0.4152173722658624,WS OMBA
PULAU SUSUM,Maluku Utara,0.7028649539615942,WS HALMAHERA UTARA
PULAU SUSUM KECIL SELATAN,Maluku Utara,0.0018246078352444,WS HALMAHERA UTARA
PULAU SUSUM KECIL TENGAH,Maluku Utara,0.0005404855966914,WS HALMAHERA UTARA
PULAU SUSUM KECIL UTARA,Maluku Utara,0.0006156146804476,WS HALMAHERA UTARA
PULAU SUSUMULAS,Nusa Tenggara Timur,0.0196357466299239,WS FLORES
PULAU SUTAN GADANG,Sumatera Barat,0.0008147650670511,WS SILAUT-TARUSAN
PULAU SUTAN SELATAN,Sumatera Barat,0.0003711428391952,WS SILAUT-TARUSAN
PULAU SUTAN TENGGARA,Sumatera Barat,0.002821967181189,WS SILAUT-TARUSAN
PULAU SUUK TENGAH,Kepulauan Bangka Belitung,0.0012291634878105,WS BELITUNG
PULAU SUWANGI KECIL,Kalimantan Selatan,0.1574777104137539,WS CENGAL-BATULICIN
PULAU SWARSEMUS,Papua Barat,0.0054645975132398,WS OMBA
PULAU SWARTOOR,Papua Barat,0.0017502731370529,WS OMBA
PULAU SWARUIT,Papua Barat,0.0005315234073602,WS OMBA
PULAU SWIEK,Papua Barat Daya,0.0007646865426878,WS KAMUNDAN-SEBYAR
PULAU SYAHRIR,Maluku,0.193831612065696,WS AMBON-SERAM
PULAU SYAKARER,Papua Barat,3.2149258891797694,WS KAMUNDAN-SEBYAR
PULAU SYFUL,Sumatera Barat,0.0121401660172457,WS ANAI-SIBERUT-PAGAI-SIPORA
