NAMA_DAS,WADMPR,luas_km2,nama_ws_induk
AALAA  ALO-ALO,Sulawesi Tenggara,11.824550545811269,WS LASOLO-KONAWEHA
AALAA KONAWEHA,Sulawesi Tenggara,284.29847058473496,WS TOARI-LASUSUA
AALAA LEMO,Sulawesi Tenggara,6.493241484329271,WS POLEANG-RORAYA
AALAA SOPURA,Sulawesi Tenggara,9.307109663136464,WS TOARI-LASUSUA
AAS,Bali,0.6114335213411517,WS BALI-PENIDA
AATAA MATA,Sulawesi Tenggara,6.453898524945641,WS POLEANG-RORAYA
ABABIADI,Papua,23.42544203456312,WS WAPOGA-MIMIKA
ABAJARANG,Sulawesi Tengah,13.680904465393334,WS LAMBUNU-BUOL
ABALING,Sulawesi Tengah,18.334068377878143,WS LAMBUNU-BUOL
ABALING 2,Sulawesi Tengah,1.460025044625746,WS LAMBUNU-BUOL
ABALING 3,Sulawesi Tengah,3.306427460421536,WS LAMBUNU-BUOL
ABANBAGA LABANJAU,Sumatera Barat,36.507160988495386,WS ANAI-SIBERUT-PAGAI-SIPORA
ABANG BESAR,Kepulauan Riau,13.24350934469771,WS KEPULAUAN RIAU
ABANG KECIL,Kepulauan Riau,4.017468987359465,WS KEPULAUAN RIAU
ABANG TANJUNG,Kepulauan Riau,0.003512878593897,WS KEPULAUAN RIAU
ABANG TELUK,Kepulauan Riau,0.0051261308932255,WS KEPULAUAN RIAU
ABANGBOL,Nusa Tenggara Timur,0.7047236067731585,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGGIWANG SAKARAINANG,Nusa Tenggara Timur,5.0143975515369865,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGIWANG 1,Nusa Tenggara Timur,0.8516421218599961,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABANGIWANG 2,Nusa Tenggara Timur,0.3356312240123414,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABASON,Sulawesi Tengah,1.4197636987226774,WS BONGKA-MANTAWA
ABASON 2,Sulawesi Tengah,1.505865470612947,WS BONGKA-MANTAWA
ABASON 3,Sulawesi Tengah,1.6876091538648,WS BONGKA-MANTAWA
ABAWERI,Papua Barat,16.63549569157855,WS OMBA
ABE PANTAI 1,Papua,2.2122091798965413,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ABE PANTAI 2,Papua,5.365955323293496,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ABEKAE,Sulawesi Selatan,6.147858151210912,WS JENEBERANG
ABELI,Sulawesi Tenggara,16.127538639187943,WS POLEANG-RORAYA
ABIAIBABA,Papua,3.390809933611683,WS WAPOGA-MIMIKA
ABIDON,Papua Barat Daya,0.8291168863672459,WS KAMUNDAN-SEBYAR
ABILA,Nusa Tenggara Timur,0.5835478961327425,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABSIPIPOPO,Papua Barat Daya,2.857267218346724,WS KAMUNDAN-SEBYAR
ABSIPIPOPO PULAU,Papua Barat Daya,0.0004393250395059,WS KAMUNDAN-SEBYAR
ABUAWAL KOKAR,Nusa Tenggara Timur,24.04737212735338,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ABUMAMBORBI,Papua,0.0085538954944318,WS WAPOGA-MIMIKA
ABUSU,Sulawesi Tenggara,2.5608584487342747,WS POLEANG-RORAYA
ACAI,Papua,40.37618902108579,WS MEMBERAMO-ANDAIWAIREN-SENTANI TAMI
ACEMO,Papua Barat,4.904326469929205,WS KAMUNDAN-SEBYAR
ACEMO UTARA,Papua Barat,1.5546084024076636,WS KAMUNDAN-SEBYAR
ADADIKAM,Papua,160.41395345208613,WS WAPOGA-MIMIKA
ADAKA,Sulawesi Tenggara,8.02884027796842,WS POLEANG-RORAYA
ADANG,Kalimantan Timur,330.47082524540326,WS KENDILO
ADIBANG 1,Nusa Tenggara Timur,1.1423708288765522,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 2,Nusa Tenggara Timur,0.327710555540625,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 3,Nusa Tenggara Timur,0.2634642488076789,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADIBANG 4,Nusa Tenggara Timur,0.2551589172582423,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADLI,Papua Barat Daya,0.0025932937459905,WS KAMUNDAN-SEBYAR
ADOKI 1,Papua,313.6317026617984,WS WAPOGA-MIMIKA
ADOKI 2,Papua,0.00052075472889,WS WAPOGA-MIMIKA
ADOKI 3,Papua,0.0007427207981029,WS WAPOGA-MIMIKA
ADOKI 4,Papua,0.0010880142477517,WS WAPOGA-MIMIKA
ADONARA 1,Nusa Tenggara Timur,0.9767212955983808,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADONARA 2,Nusa Tenggara Timur,0.612856809641714,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
ADORA,Papua Barat,2.11587699202918,WS OMBA
ADOWAI,Nusa Tenggara Timur,2.5507931163571373,WS FLORES
ADU,Kepulauan Riau,0.0403121660391297,WS KEPULAUAN RIAU
ADU,Nusa Tenggara Barat,0.0375355747924755,WS SUMBAWA
ADU KECIK,Kepulauan Riau,0.0173099874206245,WS KEPULAUAN RIAU
ADU LAUT,Kepulauan Riau,0.0020238349816073,WS KEPULAUAN RIAU
ADU SEDANG,Kepulauan Riau,0.0077012269806666,WS KEPULAUAN RIAU
ADUWEI,Papua Barat Daya,3.8801362400467214,WS KAMUNDAN-SEBYAR
ADWIPI,Papua,0.0172988112579213,WS WAPOGA-MIMIKA
AE DEO,Nusa Tenggara Timur,2.849115349832287,WS FLORES
AE DEO 2,Nusa Tenggara Timur,0.701846445010068,WS FLORES
AE KOKO,Nusa Tenggara Timur,1.7896516234595885,WS FLORES
AE LENGI,Nusa Tenggara Timur,4.20754700941885,WS FLORES
AE MBUU 1,Nusa Tenggara Timur,2.496634068441662,WS FLORES
AE MBUU 2,Nusa Tenggara Timur,0.4801721547284797,WS FLORES
AE NAGANIONIBA,Nusa Tenggara Timur,71.37731985415216,WS FLORES
AE NANGAMERE,Nusa Tenggara Timur,62.224957400914825,WS FLORES
AE REKA,Nusa Tenggara Timur,5.422428524474667,WS FLORES
AE RUJU,Nusa Tenggara Timur,7.342604987496791,WS FLORES
AE SEMI,Nusa Tenggara Timur,7.500165319639906,WS FLORES
AE WATUSEWA,Nusa Tenggara Timur,1.4543288401336212,WS FLORES
AEBARA,Nusa Tenggara Timur,121.54619743139178,WS FLORES
AEBELA,Nusa Tenggara Timur,1.853039515548276,WS FLORES
AEDAN,Sulawesi Tengah,13.913366709500115,WS RANDANGAN
AEJETI,Nusa Tenggara Timur,10.046556268827851,WS FLORES
AEK INTAN,Kalimantan Barat,0.9348989868994666,WS PAWAN
AEK LALANG,Bengkulu,17.261240744121633,WS SEBLAT-KETAHUN-LAIS
AEK NGURUH,Kalimantan Barat,2.392719034898405,WS PAWAN
AEK PANDAN,Sumatera Utara,71.44233514043276,WS SIBUNDONG-BATANG TORU
AEMUDA,Nusa Tenggara Timur,1.6910418539174104,WS FLORES
AEMUDA 2,Nusa Tenggara Timur,0.1178964600673787,WS FLORES
AENG TOWA,Sulawesi Selatan,24.41460240872475,WS JENEBERANG
AENGKOKAP,Jawa Timur,3.1940592852047915,WS KEPULAUAN MADURA
AEPAI,Nusa Tenggara Timur,23.79890371298208,WS FLORES
AEREO,Nusa Tenggara Timur,3.590790384734493,WS BENAIN
AERGALE,Sulawesi Utara,1.0943793033060825,WS POIGAR-RANOYAPO
AERTEMBAGA,Sulawesi Utara,2.4316658334724077,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AESESA,Nusa Tenggara Timur,1248.3543185506194,WS FLORES
AEWADU,Nusa Tenggara Timur,7.215262090708129,WS FLORES
AEWANGO 1,Nusa Tenggara Timur,0.1552531067690069,WS FLORES
AEWANGO 2,Nusa Tenggara Timur,0.111871092223395,WS FLORES
AFA AFA,Maluku Utara,3.0746786491590363,WS HALMAHERA UTARA
AFU,Papua Barat,3.2139090184096424,WS OMBA
AFUAFU,Papua Barat,4.115151439561506,WS OMBA
AFULU,Sumatera Utara,36.56747047892071,WS NIAS
AGADIR,Papua Barat Daya,1.3801436127048996,WS KAMUNDAN-SEBYAR
AGAPE,Sulawesi Utara,0.9674005653346004,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AGUNG,Jawa Timur,2.296123269762254,WS SAMPEAN-SETAIL
AGURMURIRU,Papua Barat,8.85370738932443,WS OMBA
AHE,Papua Tengah,0.0555300440780579,WS WAPOGA-MIMIKA
AHISESA,Sulawesi Utara,1.9383512859484628,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AHLAM,Papua Barat Daya,0.0021484935663446,WS KAMUNDAN-SEBYAR
AHLAN,Papua Barat Daya,14.343081230466298,WS KAMUNDAN-SEBYAR
AHU,Sulawesi Barat,36.23292845452854,WS KALUKKU-KARAMA
AHU-AHU,Sulawesi Barat,1.5740418599430086,WS KALUKKU-KARAMA
AHUNI,Sulawesi Barat,19.26321601551173,WS KALUKKU-KARAMA
AI BAI,Nusa Tenggara Timur,33.98391546073069,WS FLORES
AIA BATUNG,Sumatera Barat,4.960384027345065,WS SILAUT-TARUSAN
AIA CINDAKIR,Sumatera Barat,7.992292275090077,WS SILAUT-TARUSAN
AIBAI,Papua,0.0304101477174883,WS WAPOGA-MIMIKA
AIBAO,Nusa Tenggara Timur,2.388495199786614,WS FLORES
AIBARA,Papua Barat,22.18806731238472,WS OMBA
AIBONDENI,Papua,4.813304964857363,WS WAPOGA-MIMIKA
AIBONI,Nusa Tenggara Timur,11.654353241546382,WS BENAIN
AIBORABONDI,Papua,0.0027252835611494,WS WAPOGA-MIMIKA
AIBORO,Nusa Tenggara Barat,7.978681135197584,WS SUMBAWA
AIDILA,Nusa Tenggara Timur,1.1870265881668147,WS BENAIN
AIDIRA,Papua Barat,12.295814994879048,WS KAMUNDAN-SEBYAR
AIDIRA PULAU,Papua Barat,0.0004659028124587,WS KAMUNDAN-SEBYAR
AIDORA,Nusa Tenggara Barat,11.883832192239913,WS SUMBAWA
AIDUMA,Papua Barat,15.82386077474004,WS OMBA
AIDURI,Nusa Tenggara Barat,9.074640630097443,WS SUMBAWA
AIE KAREN,Sumatera Barat,3.1415997496607826,WS SILAUT-TARUSAN
AIKAMPAT,Nusa Tenggara Barat,153.95381911881438,WS LOMBOK
AIKANGKUNG,Nusa Tenggara Barat,4.924930589064262,WS SUMBAWA
AIKAWAPUKA,Papua Tengah,0.0023260997503996,WS WAPOGA-MIMIKA
AIKETIMIS,Nusa Tenggara Barat,6.327756364666048,WS SUMBAWA
AILANCONG,Nusa Tenggara Barat,3.669095563139384,WS SUMBAWA
AILU,Papua Barat Daya,0.0019840148836688,WS KAMUNDAN-SEBYAR
AILUPPA,Sumatera Barat,1.7100186771146983,WS ANAI-SIBERUT-PAGAI-SIPORA
AIMERAH,Papua Barat,17.09368803710631,WS OMBA
AIMUMIL,Nusa Tenggara Barat,4.25217022741216,WS SUMBAWA
AIMUN,Papua Barat,0.7757468095581346,WS OMBA
AIMUN PULAU 1,Papua Barat,0.0043391123193015,WS OMBA
AIMUN PULAU 2,Papua Barat,0.0249350735288759,WS OMBA
AIMUN PULAU 3,Papua Barat,0.0031746558701533,WS OMBA
AIMUN PULAU 4,Papua Barat,0.0024405275433177,WS OMBA
AIMUN PULAU 5,Papua Barat,0.0019171017431728,WS OMBA
AIMUN PULAU 6,Papua Barat,0.0008288767207907,WS OMBA
AIMUN PULAU 7,Papua Barat,0.0004126194046743,WS OMBA
AIMUN PULAU 8,Papua Barat,0.0095302992762269,WS OMBA
AIMUN PULAU 9,Papua Barat,0.0073051090575375,WS OMBA
AINGBUTON,Jawa Timur,4.9218739748366085,WS KEPULAUAN MADURA
AIPANAN,Nusa Tenggara Barat,4.4058447997789765,WS SUMBAWA
AIPELAM,Nusa Tenggara Barat,6.70630746666202,WS SUMBAWA
AIPIRI,Papua Barat,10.578855811230618,WS KAMUNDAN-SEBYAR
AIR ANGKE,Kepulauan Bangka Belitung,5.606197349885482,WS BANGKA
AIR ASAM,Kepulauan Bangka Belitung,9.31057513730122,WS BELITUNG
AIR ASEMTUMBANG,Kepulauan Bangka Belitung,3.190789159764888,WS BANGKA
AIR BATU,Kepulauan Riau,0.0392166480962763,WS KEPULAUAN RIAU
AIR BATU ITAM,Aceh,5.370402042260042,WS BARU-KLUET
AIR BAWAH,Kepulauan Riau,0.0010437321128873,WS KEPULAUAN RIAU
AIR BAYAN,Kepulauan Bangka Belitung,41.35416496899705,WS BANGKA
AIR BERI,Nusa Tenggara Barat,1.0967279258321954,WS LOMBOK
AIR BERUDANG,Aceh,1.6267608743463375,WS BARU-KLUET
AIR BESAR,Maluku,0.8875322332620492,WS BURU
AIR BESAR,Kepulauan Riau,0.0095971172042183,WS KEPULAUAN RIAU
AIR BESAR,Papua Barat,39.81632532924817,WS OMBA
AIR BESAR,Papua Barat,6.885624169410117,WS OMBA
AIR BINI,Kepulauan Riau,4.13617512481369,WS KEPULAUAN RIAU
AIR BULIN,Kepulauan Bangka Belitung,2.491400030772758,WS BELITUNG
AIR BULUH,Kepulauan Bangka Belitung,2.0590433433068065,WS BANGKA
AIR BULUH,Bengkulu,125.97695112595494,WS TERAMANG-MUAR
AIR DINGIN,Sumatera Barat,132.96094253906648,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR DINGIN,Aceh,1.5070576929149142,WS BARU-KLUET
AIR GUNUNGMESIR,Bengkulu,126.89224483622014,WS BENGKULU-ALAS-TALO
AIR HAJI,Sumatera Barat,404.83975029283135,WS SILAUT-TARUSAN
AIR HITAM,Jambi,1533.2724134522705,WS BATANGHARI
AIR HITAM,Sumatera Selatan,96.24548310848712,WS BATANGHARI
AIR HITAM BESAR,Kalimantan Barat,1600.4353350648626,WS JELAI-KENDAWANGAN
AIR HITAM KECIL,Kalimantan Barat,800.6737306017219,WS JELAI-KENDAWANGAN
AIR JATUH,Bali,7.285499299410477,WS BALI-PENIDA
AIR JELUTUNG,Kepulauan Bangka Belitung,6.068225588000386,WS BANGKA
AIR JERUK,Banten,0.390307405920167,WS CIBALIUNG-CISAWARNA
AIR JOHOR,Kepulauan Riau,0.0046536282195953,WS KEPULAUAN RIAU
AIR KANDIS,Kepulauan Bangka Belitung,14.23212423462771,WS BANGKA
AIR KANDIS,Kepulauan Bangka Belitung,6.670743815317048,WS BELITUNG
AIR KARANG,Jawa Timur,4.155199431123769,WS SAMPEAN-SETAIL
AIR KECIK,Kepulauan Riau,0.0037935158850914,WS KEPULAUAN RIAU
AIR KECIL,Kepulauan Riau,0.0052626134278351,WS KEPULAUAN RIAU
AIR KECIL,Papua Barat,4.549332245275957,WS OMBA
AIR KELADI,Kepulauan Bangka Belitung,12.1044373035639,WS BELITUNG
AIR KELADI,Kepulauan Riau,0.0102439831296542,WS KEPULAUAN RIAU
AIR KULAH,Kepulauan Riau,2.444402653217798,WS KEPULAUAN RIAU
AIR KULAH ATAS,Kepulauan Riau,0.0025718837076089,WS KEPULAUAN RIAU
AIR KULAH BARAT LAUT,Kepulauan Riau,0.0031358925893939,WS KEPULAUAN RIAU
AIR KULAH BAWAH,Kepulauan Riau,0.0011117956905685,WS KEPULAUAN RIAU
AIR LEU,Maluku,2.587379230331892,WS AMBON-SERAM
AIR LINGGA,Kepulauan Riau,0.0053018362259538,WS KEPULAUAN RIAU
AIR LUHUTBAN,Maluku,3.884153822399132,WS AMBON-SERAM
AIR LUMPUR,Kepulauan Bangka Belitung,3.0987963533789173,WS BELITUNG
AIR MAKUNI,Sulawesi Tengah,40.327075243364845,WS PALU-LARIANG
AIR MANG,Kepulauan Bangka Belitung,2.384432010189899,WS BELITUNG
AIR MANGGA,Maluku Utara,11.639420063270853,WS KEPULAUAN SULA-OBI
AIR MANGGABONGKO,Maluku,8.337449450622643,WS AMBON-SERAM
AIR MANIS,Sumatera Barat,1.846855970510308,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR MANIS PIAMAN,Sumatera Barat,0.3093207785902491,WS ANAI-SIBERUT-PAGAI-SIPORA
AIR MASAWOI,Maluku,4.853901987771526,WS AMBON-SERAM
AIR MENTIGI,Kepulauan Bangka Belitung,3.1193136656697367,WS BELITUNG
AIR MERANG,Kepulauan Bangka Belitung,1.386628840139793,WS BELITUNG
AIR NAMAI,Maluku,3.035119247166345,WS AMBON-SERAM
AIR NIBUNG,Kepulauan Bangka Belitung,162.91490696797968,WS BANGKA
AIR NIPAH,Kepulauan Bangka Belitung,4.063024216263416,WS BANGKA
AIR PADANG,Sumatera Selatan,168.24952076272805,WS MUSI-BANYUASIN-LEMAU
AIR PALA,Kepulauan Bangka Belitung,3.1732251728461653,WS BANGKA
AIR PANJUPIAN,Aceh,16.3411393105367,WS BARU-KLUET
AIR PELANCENG,Kepulauan Bangka Belitung,6.922051740141824,WS BANGKA
AIR PELAWAN,Kepulauan Bangka Belitung,1.4084880738824177,WS BELITUNG
AIR PINANG,Aceh,5.966828290719635,WS BARU-KLUET
AIR PINANG,Aceh,14.410038479150064,WS WOYLA-BATEE-SIMEULUE
AIR PINANG 2,Aceh,5.383327458128063,WS WOYLA-BATEE-SIMEULUE
AIR PUTIH,Kepulauan Bangka Belitung,1.5539743579275265,WS BANGKA
AIR PUTIH,Kepulauan Riau,3.235934670793808,WS KEPULAUAN RIAU
AIR PUTIH,Sumatera Selatan,32.994657885909795,WS MUSI-BANYUASIN-LEMAU
AIR RAJA,Kepulauan Riau,0.2421139714611324,WS KEPULAUAN RIAU
AIR RAJA BAKAU,Kepulauan Riau,0.0018573177032903,WS KEPULAUAN RIAU
AIR RAJA SELATAN,Kepulauan Riau,0.0001799868177876,WS KEPULAUAN RIAU
AIR RAJA TENGAH,Kepulauan Riau,0.0002570822911174,WS KEPULAUAN RIAU
AIR RAJA UTARA,Kepulauan Riau,0.0005002883425542,WS KEPULAUAN RIAU
AIR RAMI,Bengkulu,194.0557886155713,WS TERAMANG-MUAR
AIR RENDANG,Kepulauan Bangka Belitung,19.20177624310705,WS BANGKA
AIR RUSA,Kepulauan Bangka Belitung,1.7578103696356286,WS BELITUNG
AIR SAMALA,Maluku,1.686195544324684,WS AMBON-SERAM
AIR SELATI,Maluku,32.10021203815347,WS AMBON-SERAM
AIR SINTU,Nusa Tenggara Barat,2.8946103194065285,WS LOMBOK
AIR SOLE,Maluku,6.432122045492467,WS AMBON-SERAM
AIR SUGE,Kepulauan Bangka Belitung,9.82762474424663,WS BELITUNG
AIR SUNDA,Kepulauan Riau,2.769811438379137,WS KEPULAUAN RIAU
AIR TARUM BESAR,Kepulauan Bangka Belitung,55.64294302793832,WS BANGKA
AIR TAWABI,Maluku,1.5885043640557437,WS AMBON-SERAM
AIR TAWAR,Riau,35.8376706433851,WS BENGKALIS-MERANTI
AIR TENGOH GLEE,Aceh,1.210059519671707,WS BARU-KLUET
AIR TIBA,Papua Barat,25.62820207565963,WS OMBA
AIR TIRIS,Kepulauan Bangka Belitung,1.69481161650682,WS BANGKA
AIR TOBOALI,Kepulauan Bangka Belitung,28.90198345662335,WS BANGKA
AIR TONU,Maluku,1.7838213674834482,WS AMBON-SERAM
AIR TUMIE LHOK,Aceh,8.121970119876574,WS BARU-KLUET
AIR TUNGKENG,Kepulauan Bangka Belitung,1.969248597221522,WS BELITUNG
AIR WALIAT,Maluku,5.619438163419681,WS AMBON-SERAM
AIRASUK,Kepulauan Riau,2.779897513897584,WS KEPULAUAN RIAU
AIRBAJO,Sulawesi Utara,0.6331211871675588,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRBAJO PULAU,Sulawesi Utara,7.382920844127181e-05,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRBAJO PULAU 2,Sulawesi Utara,0.0004774542250492,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRERAT,Nusa Tenggara Timur,1.6261333929591837,WS FLORES
AIRMAMA BEANG,Nusa Tenggara Timur,47.62118333256489,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AIRMESI,Kepulauan Riau,0.7425783401897322,WS KEPULAUAN RIAU
AIRPANAS,Nusa Tenggara Timur,23.22765859293547,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AIRPRANG,Sulawesi Utara,1.66928354452378,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG PULAU 1,Sulawesi Utara,0.0004520173721968,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG PULAU 2,Sulawesi Utara,0.0005926515988735,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG SATU,Sulawesi Utara,1.9512323262724995,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AIRPRANG TIGA,Sulawesi Utara,0.4243079240196367,WS TONDANO-SANGIHE-TALAUD-MIANGAS
AISAU 1,Papua,10.319785673471824,WS WAPOGA-MIMIKA
AISAU 2,Papua,7.078312898789391,WS WAPOGA-MIMIKA
AITERAS,Nusa Tenggara Barat,4.350165043856275,WS SUMBAWA
AIWAPI BESAR,Papua,0.0016316471567699,WS WAPOGA-MIMIKA
AIWAPI KECIL,Papua,0.000800803474801,WS WAPOGA-MIMIKA
AIWENIA,Papua Barat,6.297999598412496,WS OMBA
AIYAMADA,Papua Barat,5.470469908951888,WS OMBA
AJAP,Kepulauan Riau,0.653124629031127,WS KEPULAUAN RIAU
AJI RADEN,Kalimantan Timur,22.490302046613778,WS MAHAKAM
AJIDAN,Kalimantan Selatan,4.533231104477866,WS CENGAL-BATULICIN
AJIDAN  ATAS,Kalimantan Selatan,2.5364558973522806,WS CENGAL-BATULICIN
AJIDAN  BAWAH,Kalimantan Selatan,3.9066687048186624,WS CENGAL-BATULICIN
AJKE LEMO KECIL,Maluku Utara,2.341284920775994,WS HALMAHERA SELATAN
AJWAH,Papua Barat,2.871439468753957,WS OMBA
AJWAH BARAT,Papua Barat,1.1637213781370834,WS OMBA
AKALTOK,Nusa Tenggara Timur,4.406852051255511,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
AKAR,Kepulauan Riau,0.027463733059224,WS KEPULAUAN RIAU
AKAR,Nusa Tenggara Barat,3.197762924857809,WS LOMBOK
AKAR,Papua Tengah,30.66582300801816,WS WAPOGA-MIMIKA
AKAR CEMAGA,Kepulauan Riau,0.0012022550872381,WS KEPULAUAN RIAU
AKAR PANJANG,Kepulauan Riau,0.0013155190029224,WS KEPULAUAN RIAU
AKAT,Kepulauan Riau,2.6458504027519822,WS KEPULAUAN RIAU
AKAT,Kepulauan Riau,0.007632594389612,WS KEPULAUAN RIAU
AKAT KECIL,Kepulauan Riau,0.0021916516951548,WS KEPULAUAN RIAU
AKE ABU,Maluku Utara,20.684034022039643,WS HALMAHERA UTARA
AKE ABU KECIL,Maluku Utara,0.9862112995277004,WS HALMAHERA UTARA
AKE ADA,Maluku Utara,1.680496699512246,WS HALMAHERA SELATAN
AKE AFU,Maluku Utara,14.90600632483417,WS HALMAHERA SELATAN
AKE AHAMABOBANE,Maluku Utara,4.274531959010466,WS HALMAHERA SELATAN
AKE AIRUDANG,Maluku Utara,22.208456481762024,WS KEPULAUAN SULA-OBI
AKE AKU IRIAN KECIL,Maluku Utara,1.8041171179761024,WS HALMAHERA UTARA
AKE ALAM KENANGA RUBE-RUBE,Maluku Utara,1.9951547156157707,WS KEPULAUAN SULA-OBI
AKE ALAMKENANGA,Maluku Utara,2.9937204675838425,WS KEPULAUAN SULA-OBI
AKE ALAMPELITA,Maluku Utara,2.9716495002648857,WS KEPULAUAN SULA-OBI
AKE ALAMPELITA KECIL,Maluku Utara,1.2742808435467032,WS KEPULAUAN SULA-OBI
AKE ALI,Maluku Utara,3.386283332600214,WS HALMAHERA SELATAN
AKE AMAOBOKECIL,Maluku Utara,2.859510281727238,WS HALMAHERA SELATAN
AKE AMASING,Maluku Utara,159.0334339479519,WS HALMAHERA SELATAN
AKE ANDAWIT,Maluku Utara,8.415957604092103,WS HALMAHERA SELATAN
AKE ANGGAI,Maluku Utara,49.35588770001952,WS KEPULAUAN SULA-OBI
AKE ARA,Maluku Utara,7.869688371804889,WS HALMAHERA UTARA
AKE ARU,Maluku Utara,17.124707061627408,WS HALMAHERA UTARA
AKE ARU GALELA,Maluku Utara,60.54036346512967,WS HALMAHERA UTARA
AKE ARU IRIAN,Maluku Utara,1.5707382084546246,WS HALMAHERA UTARA
AKE ARU IRIAN SELATAN,Maluku Utara,1.0453925474922168,WS HALMAHERA UTARA
AKE ARU IRIAN UTARA,Maluku Utara,1.146224532982615,WS HALMAHERA UTARA
AKE ARUMAMANG,Maluku Utara,15.36857636975103,WS HALMAHERA SELATAN
AKE ARUMAMANG KECIL 1,Maluku Utara,2.481630054275069,WS HALMAHERA SELATAN
AKE ARUMAMANG KECIL 2,Maluku Utara,0.5097449504946183,WS HALMAHERA SELATAN
AKE ASMIRO,Maluku Utara,20.44627243348381,WS HALMAHERA UTARA
AKE ASMIRO KECIL,Maluku Utara,0.769236920652454,WS HALMAHERA UTARA
AKE ASMUT,Maluku Utara,399.440125706292,WS HALMAHERA SELATAN
AKE ATIA,Maluku Utara,1.952362309946322,WS HALMAHERA SELATAN
AKE ATOP,Maluku Utara,13.943190253654404,WS HALMAHERA SELATAN
AKE AWANGGO,Maluku Utara,8.236031929111801,WS HALMAHERA SELATAN
AKE AWIS,Maluku Utara,3.131145218635868,WS HALMAHERA SELATAN
AKE BABALA,Maluku Utara,2.8385593353215937,WS HALMAHERA SELATAN
AKE BABANG,Maluku Utara,2.562285606877816,WS HALMAHERA SELATAN
AKE BABOLI,Maluku Utara,0.8478585445510813,WS HALMAHERA SELATAN
AKE BABORENO,Maluku Utara,20.92381309307128,WS HALMAHERA SELATAN
AKE BABURU,Maluku Utara,2.978428478977065,WS HALMAHERA SELATAN
AKE BAHU,Maluku Utara,2.3809737805022877,WS HALMAHERA SELATAN
AKE BAHU 1,Maluku Utara,1.4908447301440808,WS HALMAHERA SELATAN
AKE BAHU 2,Maluku Utara,2.5243893803815527,WS HALMAHERA SELATAN
AKE BAHU 3,Maluku Utara,1.4769595309772603,WS HALMAHERA SELATAN
AKE BAHU TANJUNG PEREMPUAN,Maluku Utara,3.1186085274442665,WS HALMAHERA SELATAN
AKE BAI,Maluku Utara,1.1118054715983878,WS HALMAHERA UTARA
AKE BAKULI,Maluku Utara,3.1657190657125374,WS HALMAHERA SELATAN
AKE BALAI,Maluku Utara,4.2542157455656495,WS HALMAHERA SELATAN
AKE BALAI ATAS,Maluku Utara,0.6424537027433694,WS HALMAHERA SELATAN
AKE BALAI BAWAH,Maluku Utara,0.6244083945888742,WS HALMAHERA SELATAN
AKE BALIMBI BESAR,Maluku Utara,0.5128028997273087,WS HALMAHERA SELATAN
AKE BALIMBI KECIL,Maluku Utara,0.4087770039583361,WS HALMAHERA SELATAN
AKE BALIPOTA,Maluku Utara,19.00315737785512,WS HALMAHERA SELATAN
AKE BALISA,Maluku Utara,3.4422468035005456,WS HALMAHERA SELATAN
AKE BAM,Maluku Utara,1.037439428040142,WS HALMAHERA SELATAN
AKE BAMLI,Maluku Utara,2.19818145728889,WS HALMAHERA SELATAN
AKE BANEURI BESAR,Maluku Utara,0.7525435954820786,WS HALMAHERA SELATAN
AKE BANEURI KECIL,Maluku Utara,0.6146534258217111,WS HALMAHERA SELATAN
AKE BANGUL,Maluku Utara,19.581239387558444,WS HALMAHERA SELATAN
AKE BARATAPUKA,Maluku Utara,2.129011112875629,WS HALMAHERA SELATAN
AKE BARISA,Maluku Utara,5.088136333923639,WS HALMAHERA SELATAN
AKE BAROSAK,Maluku Utara,13.313305598550064,WS HALMAHERA UTARA
AKE BARU,Maluku Utara,0.7693131246597625,WS HALMAHERA SELATAN
